,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",21113.100098241648
1,"(2, 0, 2, 1, 0, 1)",21114.668878176886
2,"(3, 0, 0, 1, 0, 1)",21119.07104888366
3,"(2, 0, 1, 1, 0, 1)",21120.955438469064
4,"(4, 0, 0, 1, 0, 1)",21121.15433161456
5,"(4, 0, 2, 1, 0, 1)",21122.97231372291
6,"(4, 0, 1, 1, 0, 1)",21123.08026901955
7,"(3, 0, 1, 1, 0, 1)",21125.54710679315
8,"(2, 0, 0, 1, 0, 1)",21139.41716033825
9,"(2, 0, 2, 0, 0, 1)",21179.953610135326
10,"(3, 0, 2, 0, 0, 0)",21185.30636586275
11,"(2, 0, 2, 0, 0, 0)",21185.43504759798
12,"(4, 0, 1, 1, 0, 0)",21186.857396927844
13,"(2, 0, 2, 1, 0, 0)",21186.936021152218
14,"(3, 0, 2, 0, 0, 1)",21187.257763243782
15,"(4, 0, 1, 0, 0, 0)",21196.757195504346
16,"(3, 0, 1, 0, 0, 1)",21200.884632067162
17,"(4, 0, 2, 0, 0, 1)",21201.719842124832
18,"(3, 0, 1, 0, 0, 0)",21203.81572434144
19,"(3, 0, 2, 1, 0, 0)",21206.185210832904
20,"(4, 0, 2, 0, 0, 0)",21213.03760738551
21,"(3, 0, 1, 1, 0, 0)",21214.928346197947
22,"(4, 0, 2, 1, 0, 0)",21230.035917132576
23,"(4, 0, 0, 1, 0, 0)",21299.846788280196
24,"(3, 0, 0, 1, 0, 0)",21299.91509228032
25,"(4, 0, 0, 0, 0, 1)",21300.309509127826
26,"(3, 0, 0, 0, 0, 1)",21300.387884016098
27,"(4, 0, 1, 0, 0, 1)",21303.978974068174
28,"(3, 0, 0, 0, 0, 0)",21304.13779780618
29,"(4, 0, 0, 0, 0, 0)",21304.210911109905
30,"(2, 0, 1, 1, 0, 0)",21310.215660983402
31,"(2, 0, 1, 0, 0, 1)",21310.719615535978
32,"(2, 0, 1, 0, 0, 0)",21314.991213725094
33,"(2, 0, 0, 1, 0, 0)",21339.865560116086
34,"(2, 0, 0, 0, 0, 1)",21340.54172400806
35,"(2, 0, 0, 0, 0, 0)",21346.406728247493
