,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",29170.83221999496
1,"(2, 0, 0, 1, 0, 1)",29174.760893794843
2,"(3, 0, 0, 1, 0, 1)",29178.98062119549
3,"(3, 0, 1, 1, 0, 1)",29181.47440281059
4,"(4, 0, 1, 1, 0, 1)",29191.496958058393
5,"(2, 0, 1, 1, 0, 1)",29191.50735147266
6,"(2, 0, 1, 1, 0, 0)",29870.86741888069
7,"(2, 0, 2, 1, 0, 0)",29871.220411578906
8,"(4, 0, 2, 1, 0, 0)",29875.79413411401
9,"(4, 0, 1, 1, 0, 0)",29879.962145694113
10,"(3, 0, 1, 1, 0, 0)",29880.623687855703
11,"(3, 0, 2, 1, 0, 0)",29893.194975210907
12,"(2, 0, 2, 0, 0, 1)",29926.99910019928
13,"(2, 0, 1, 0, 0, 1)",29929.100216691077
14,"(3, 0, 1, 0, 0, 1)",29933.43607095729
15,"(4, 0, 2, 0, 0, 1)",29935.191784208982
16,"(4, 0, 1, 0, 0, 1)",29936.04632434482
17,"(3, 0, 2, 0, 0, 1)",29947.470281177153
18,"(4, 0, 1, 0, 0, 0)",30086.296436166078
19,"(2, 0, 2, 0, 0, 0)",30110.47365488395
20,"(4, 0, 2, 0, 0, 0)",30111.676792825543
21,"(3, 0, 2, 0, 0, 0)",30112.999324022905
22,"(4, 0, 0, 1, 0, 0)",30272.419492274796
23,"(3, 0, 0, 1, 0, 0)",30277.994125285946
24,"(2, 0, 0, 1, 0, 0)",30284.355823061393
25,"(4, 0, 0, 0, 0, 1)",30331.099600982998
26,"(3, 0, 0, 0, 0, 1)",30334.791623342328
27,"(2, 0, 0, 0, 0, 1)",30337.488991782535
28,"(2, 0, 0, 0, 0, 0)",30504.04648371381
29,"(4, 0, 0, 0, 0, 0)",30504.310158873537
30,"(2, 0, 1, 0, 0, 0)",30505.359380346752
31,"(3, 0, 0, 0, 0, 0)",30505.804263631548
32,"(3, 0, 1, 0, 0, 0)",30508.037604756595
