,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",22917.86040427767
1,"(2, 0, 2, 1, 0, 1)",22924.298495543757
2,"(4, 0, 2, 1, 0, 1)",22935.29664904884
3,"(3, 0, 0, 1, 0, 1)",22937.028549688912
4,"(2, 0, 1, 1, 0, 1)",22937.65647755111
5,"(4, 0, 0, 1, 0, 1)",22939.023601055265
6,"(4, 0, 1, 1, 0, 1)",22940.04744327122
7,"(3, 0, 1, 1, 0, 1)",22941.770453497367
8,"(2, 0, 0, 1, 0, 1)",22951.197721290646
9,"(2, 0, 2, 1, 0, 0)",23139.800062143528
10,"(3, 0, 2, 1, 0, 0)",23149.902185470237
11,"(4, 0, 1, 1, 0, 0)",23151.677695128106
12,"(3, 0, 1, 1, 0, 0)",23153.492459587676
13,"(2, 0, 2, 0, 0, 1)",23154.627952706753
14,"(3, 0, 2, 0, 0, 1)",23158.29578607352
15,"(4, 0, 1, 0, 0, 1)",23158.446389653796
16,"(4, 0, 2, 1, 0, 0)",23159.89229897685
17,"(3, 0, 1, 0, 0, 1)",23163.642816628064
18,"(4, 0, 2, 0, 0, 1)",23167.24276489433
19,"(2, 0, 2, 0, 0, 0)",23236.136073602294
20,"(3, 0, 2, 0, 0, 0)",23238.302676389532
21,"(4, 0, 1, 0, 0, 0)",23239.357650364193
22,"(3, 0, 1, 0, 0, 0)",23245.38711525435
23,"(4, 0, 2, 0, 0, 0)",23252.40893200279
24,"(4, 0, 0, 1, 0, 0)",23452.616515631762
25,"(3, 0, 0, 1, 0, 0)",23466.449766243164
26,"(4, 0, 0, 0, 0, 1)",23471.92156976424
27,"(3, 0, 0, 0, 0, 1)",23485.08531244088
28,"(2, 0, 1, 1, 0, 0)",23503.546760285768
29,"(2, 0, 1, 0, 0, 1)",23521.986259800233
30,"(2, 0, 0, 1, 0, 0)",23533.301935147585
31,"(2, 0, 0, 0, 0, 1)",23552.41882896534
32,"(4, 0, 0, 0, 0, 0)",23566.79295471833
33,"(3, 0, 0, 0, 0, 0)",23577.737296086547
34,"(2, 0, 1, 0, 0, 0)",23614.509108785554
35,"(2, 0, 0, 0, 0, 0)",23648.447094803603
