,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",26836.32253721022
1,"(4, 0, 0, 1, 0, 1)",26838.470062882825
2,"(3, 0, 1, 1, 0, 1)",26839.208093939847
3,"(4, 0, 1, 1, 0, 1)",26839.40527837659
4,"(2, 0, 2, 1, 0, 1)",26840.04700443753
5,"(3, 0, 2, 1, 0, 1)",26854.375399298624
6,"(2, 0, 1, 1, 0, 1)",26860.54476299303
7,"(2, 0, 0, 1, 0, 1)",26893.13919542889
8,"(4, 0, 2, 1, 0, 1)",26919.046585540975
9,"(4, 0, 2, 1, 0, 0)",28003.1973385887
10,"(3, 0, 0, 1, 0, 0)",28008.81023753558
11,"(2, 0, 2, 1, 0, 0)",28010.035889197745
12,"(3, 0, 1, 1, 0, 0)",28010.408104645412
13,"(4, 0, 0, 1, 0, 0)",28010.45937487308
14,"(3, 0, 2, 1, 0, 0)",28012.04044258526
15,"(4, 0, 1, 1, 0, 0)",28012.669730899233
16,"(2, 0, 1, 1, 0, 0)",28046.70419428551
17,"(2, 0, 0, 1, 0, 0)",28077.47242577688
18,"(4, 0, 1, 0, 0, 1)",28127.385376445473
19,"(3, 0, 0, 0, 0, 1)",28128.855796083346
20,"(4, 0, 2, 0, 0, 1)",28129.76285829924
21,"(2, 0, 2, 0, 0, 1)",28130.613654806104
22,"(3, 0, 1, 0, 0, 1)",28130.77058749556
23,"(4, 0, 0, 0, 0, 1)",28130.776229881292
24,"(3, 0, 2, 0, 0, 1)",28132.567646792846
25,"(2, 0, 1, 0, 0, 1)",28149.37938035754
26,"(2, 0, 0, 0, 0, 1)",28183.347028483142
27,"(2, 0, 2, 0, 0, 0)",28408.658664083516
28,"(3, 0, 1, 0, 0, 0)",28408.835718187627
29,"(4, 0, 0, 0, 0, 0)",28408.856645477437
30,"(4, 0, 1, 0, 0, 0)",28408.86616208808
31,"(3, 0, 0, 0, 0, 0)",28409.162955393407
32,"(3, 0, 2, 0, 0, 0)",28410.64884014592
33,"(4, 0, 2, 0, 0, 0)",28410.832104458266
34,"(2, 0, 1, 0, 0, 0)",28412.302510834645
35,"(2, 0, 0, 0, 0, 0)",28448.36320715716
