,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",29344.863787804323
1,"(2, 0, 2, 1, 0, 1)",29346.338664067745
2,"(3, 0, 1, 1, 0, 1)",29347.15497609653
3,"(2, 0, 1, 1, 0, 1)",29347.614905910952
4,"(4, 0, 1, 1, 0, 1)",29349.35479518326
5,"(3, 0, 0, 1, 0, 1)",29369.063650165215
6,"(4, 0, 0, 1, 0, 1)",29370.12745881317
7,"(2, 0, 0, 1, 0, 1)",29375.367629104225
8,"(3, 0, 1, 1, 0, 0)",29783.298012742845
9,"(2, 0, 1, 1, 0, 0)",29783.778631737077
10,"(3, 0, 2, 1, 0, 0)",29783.98935652419
11,"(4, 0, 1, 1, 0, 0)",29785.1385081412
12,"(4, 0, 2, 1, 0, 0)",29785.907753620682
13,"(2, 0, 2, 1, 0, 0)",29787.606336222525
14,"(3, 0, 1, 0, 0, 1)",29811.679737607366
15,"(2, 0, 1, 0, 0, 1)",29813.219591965295
16,"(4, 0, 1, 0, 0, 1)",29813.950580359422
17,"(2, 0, 2, 0, 0, 1)",29814.27113963248
18,"(3, 0, 2, 0, 0, 1)",29814.547182488892
19,"(4, 0, 2, 0, 0, 1)",29816.28762308449
20,"(3, 0, 1, 0, 0, 0)",29925.317781429476
21,"(2, 0, 2, 0, 0, 0)",29927.622404802478
22,"(2, 0, 1, 0, 0, 0)",29928.38148836779
23,"(4, 0, 1, 0, 0, 0)",29928.579168575012
24,"(4, 0, 2, 0, 0, 0)",29930.726142467727
25,"(3, 0, 2, 0, 0, 0)",29932.445556367446
26,"(4, 0, 0, 1, 0, 0)",30298.323828259556
27,"(4, 0, 0, 0, 0, 1)",30344.5969709073
28,"(3, 0, 0, 1, 0, 0)",30353.172003331336
29,"(3, 0, 0, 0, 0, 1)",30402.500589119136
30,"(2, 0, 0, 1, 0, 0)",30458.593437258198
31,"(4, 0, 0, 0, 0, 0)",30479.93489494832
32,"(2, 0, 0, 0, 0, 1)",30507.79215869089
33,"(3, 0, 0, 0, 0, 0)",30542.65840707467
34,"(2, 0, 0, 0, 0, 0)",30645.3465396406
