,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",22919.85261543326
1,"(2, 0, 0, 1, 0, 1)",22924.741614590297
2,"(3, 0, 0, 1, 0, 1)",22925.512992216034
3,"(4, 0, 0, 1, 0, 1)",22926.917163624108
4,"(2, 0, 1, 1, 0, 1)",22928.25537117141
5,"(4, 0, 1, 1, 0, 1)",22928.48545830058
6,"(3, 0, 1, 1, 0, 1)",22928.780221570316
7,"(3, 0, 2, 1, 0, 1)",22929.67760413312
8,"(4, 0, 2, 1, 0, 1)",22930.599132381387
9,"(2, 0, 2, 1, 0, 0)",23532.09687629421
10,"(2, 0, 2, 0, 0, 1)",23597.890463644428
11,"(3, 0, 0, 1, 0, 0)",23795.683828662324
12,"(2, 0, 1, 1, 0, 0)",23795.81236633208
13,"(4, 0, 0, 1, 0, 0)",23797.640546341456
14,"(3, 0, 1, 1, 0, 0)",23797.64785365077
15,"(2, 0, 0, 1, 0, 0)",23798.605770506038
16,"(3, 0, 2, 1, 0, 0)",23798.99289855251
17,"(4, 0, 1, 1, 0, 0)",23799.66818261743
18,"(4, 0, 2, 1, 0, 0)",23801.217074375814
19,"(2, 0, 2, 0, 0, 0)",23808.77663712348
20,"(2, 0, 1, 0, 0, 1)",23868.351000609404
21,"(3, 0, 0, 0, 0, 1)",23868.580375226757
22,"(2, 0, 0, 0, 0, 1)",23870.152277350175
23,"(4, 0, 0, 0, 0, 1)",23870.168673243945
24,"(3, 0, 1, 0, 0, 1)",23870.350989964598
25,"(3, 0, 2, 0, 0, 1)",23871.903224961505
26,"(4, 0, 1, 0, 0, 1)",23872.439315497242
27,"(4, 0, 2, 0, 0, 1)",23874.162072535295
28,"(4, 0, 2, 0, 0, 0)",24060.220117740202
29,"(2, 0, 1, 0, 0, 0)",24081.35196960241
30,"(3, 0, 0, 0, 0, 0)",24081.679061029794
31,"(2, 0, 0, 0, 0, 0)",24081.930786431552
32,"(4, 0, 0, 0, 0, 0)",24082.40187324978
33,"(3, 0, 1, 0, 0, 0)",24083.2174326689
34,"(4, 0, 1, 0, 0, 0)",24083.981051151688
35,"(3, 0, 2, 0, 0, 0)",24085.249735452435
