,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",23251.01375932213
1,"(3, 0, 2, 1, 0, 1)",23256.179999794524
2,"(3, 0, 1, 1, 0, 1)",23256.646243817944
3,"(4, 0, 2, 1, 0, 1)",23263.15543866584
4,"(2, 0, 1, 1, 0, 1)",23266.390183038675
5,"(3, 0, 0, 1, 0, 1)",23266.689937017003
6,"(4, 0, 0, 1, 0, 1)",23268.533390150216
7,"(4, 0, 1, 1, 0, 1)",23270.413695209965
8,"(2, 0, 0, 1, 0, 1)",23278.373986854433
9,"(4, 0, 1, 1, 0, 0)",23587.169722253402
10,"(3, 0, 1, 1, 0, 0)",23590.56882238122
11,"(2, 0, 2, 1, 0, 0)",23594.905310967206
12,"(4, 0, 2, 1, 0, 0)",23594.993538192295
13,"(4, 0, 1, 0, 0, 1)",23603.41519491428
14,"(3, 0, 1, 0, 0, 1)",23608.76305413394
15,"(2, 0, 2, 0, 0, 1)",23609.054544303297
16,"(4, 0, 2, 0, 0, 1)",23609.96106142697
17,"(3, 0, 2, 1, 0, 0)",23627.113932538112
18,"(3, 0, 2, 0, 0, 1)",23630.435665998746
19,"(4, 0, 1, 0, 0, 0)",23701.30132577493
20,"(3, 0, 1, 0, 0, 0)",23707.687453612674
21,"(4, 0, 2, 0, 0, 0)",23713.404832355314
22,"(3, 0, 2, 0, 0, 0)",23749.766905515655
23,"(4, 0, 0, 1, 0, 0)",23788.84071853085
24,"(3, 0, 0, 1, 0, 0)",23790.211606817746
25,"(2, 0, 1, 1, 0, 0)",23799.155711085532
26,"(4, 0, 0, 0, 0, 1)",23810.990715878943
27,"(3, 0, 0, 0, 0, 1)",23812.53915233933
28,"(2, 0, 1, 0, 0, 1)",23821.75165696261
29,"(2, 0, 0, 1, 0, 0)",23827.33025933249
30,"(2, 0, 0, 0, 0, 1)",23850.778533917655
31,"(4, 0, 0, 0, 0, 0)",23915.475814498153
32,"(3, 0, 0, 0, 0, 0)",23918.180120596848
33,"(2, 0, 1, 0, 0, 0)",23928.94427886486
34,"(2, 0, 2, 0, 0, 0)",23933.65622138688
35,"(2, 0, 0, 0, 0, 0)",23960.27282814501
