,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",22146.602538596384
1,"(2, 0, 2, 1, 0, 1)",22147.00323757128
2,"(4, 0, 0, 1, 0, 1)",22161.2524832216
3,"(3, 0, 0, 1, 0, 1)",22161.475587797366
4,"(3, 0, 1, 1, 0, 1)",22161.478215491818
5,"(4, 0, 1, 1, 0, 1)",22163.633043114536
6,"(4, 0, 2, 1, 0, 1)",22164.55763058666
7,"(2, 0, 1, 1, 0, 1)",22169.539352577838
8,"(2, 0, 0, 1, 0, 1)",22192.314942491146
9,"(2, 0, 2, 1, 0, 0)",22768.1076794105
10,"(3, 0, 2, 1, 0, 0)",22776.564545845915
11,"(4, 0, 1, 1, 0, 0)",22783.014463533487
12,"(3, 0, 1, 1, 0, 0)",22794.630231205698
13,"(2, 0, 2, 0, 0, 1)",22863.69095189922
14,"(3, 0, 2, 0, 0, 1)",22864.225944283742
15,"(4, 0, 1, 0, 0, 1)",22866.625775674464
16,"(4, 0, 2, 0, 0, 1)",22871.20732066085
17,"(3, 0, 1, 0, 0, 1)",22880.622276017162
18,"(4, 0, 2, 1, 0, 0)",22910.254185015823
19,"(4, 0, 0, 1, 0, 0)",22981.595989767997
20,"(3, 0, 0, 1, 0, 0)",22992.275436994452
21,"(2, 0, 1, 1, 0, 0)",23015.695660470858
22,"(2, 0, 0, 1, 0, 0)",23052.995605644985
23,"(4, 0, 0, 0, 0, 1)",23093.23093997456
24,"(3, 0, 0, 0, 0, 1)",23101.63254911382
25,"(2, 0, 1, 0, 0, 1)",23126.00603956968
26,"(2, 0, 0, 0, 0, 1)",23170.231048099708
27,"(2, 0, 2, 0, 0, 0)",23183.869981499163
28,"(3, 0, 2, 0, 0, 0)",23184.11503210847
29,"(4, 0, 1, 0, 0, 0)",23188.076950459126
30,"(4, 0, 2, 0, 0, 0)",23204.631039444528
31,"(3, 0, 1, 0, 0, 0)",23213.22327960121
32,"(4, 0, 0, 0, 0, 0)",23423.62866094063
33,"(3, 0, 0, 0, 0, 0)",23426.81232440324
34,"(2, 0, 1, 0, 0, 0)",23454.662157428807
35,"(2, 0, 0, 0, 0, 0)",23521.753782802214
