,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",23514.325535513442
1,"(4, 0, 0, 1, 0, 1)",23518.178303942575
2,"(4, 0, 2, 1, 0, 1)",23526.91973075128
3,"(3, 0, 1, 1, 0, 1)",23533.366879230372
4,"(2, 0, 1, 1, 0, 1)",23540.69027732789
5,"(2, 0, 0, 1, 0, 1)",23545.05200958402
6,"(3, 0, 0, 1, 0, 1)",23546.939920242636
7,"(3, 0, 2, 1, 0, 1)",23560.09228376394
8,"(2, 0, 2, 1, 0, 1)",23562.64485685413
9,"(2, 0, 2, 1, 0, 0)",24547.802593019424
10,"(4, 0, 2, 1, 0, 0)",24552.658942473823
11,"(3, 0, 1, 1, 0, 0)",24553.583316793247
12,"(4, 0, 1, 1, 0, 0)",24580.843337993094
13,"(3, 0, 2, 1, 0, 0)",24630.427759402803
14,"(2, 0, 2, 0, 0, 1)",24689.651847426143
15,"(3, 0, 1, 0, 0, 1)",24690.805625425783
16,"(3, 0, 2, 0, 0, 1)",24696.215153951674
17,"(4, 0, 2, 0, 0, 1)",24697.309359059083
18,"(3, 0, 2, 0, 0, 0)",24830.55636275707
19,"(3, 0, 0, 1, 0, 0)",25019.80797000398
20,"(4, 0, 0, 1, 0, 0)",25020.82405429963
21,"(2, 0, 2, 0, 0, 0)",25022.6969383317
22,"(4, 0, 2, 0, 0, 0)",25025.949757433566
23,"(2, 0, 1, 1, 0, 0)",25042.446364694642
24,"(2, 0, 0, 1, 0, 0)",25070.78510284913
25,"(3, 0, 0, 0, 0, 1)",25172.39078868654
26,"(4, 0, 0, 0, 0, 1)",25174.002078770838
27,"(4, 0, 1, 0, 0, 1)",25176.384869048266
28,"(2, 0, 1, 0, 0, 1)",25192.166485744016
29,"(2, 0, 0, 0, 0, 1)",25228.259105112134
30,"(3, 0, 0, 0, 0, 0)",25506.232394982966
31,"(3, 0, 1, 0, 0, 0)",25508.197459078998
32,"(4, 0, 0, 0, 0, 0)",25508.22093817918
33,"(4, 0, 1, 0, 0, 0)",25509.063423819018
34,"(2, 0, 1, 0, 0, 0)",25518.765401546505
35,"(2, 0, 0, 0, 0, 0)",25567.39193573685
