,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",31699.274315430146
1,"(2, 0, 2, 1, 0, 1)",31712.344077971524
2,"(3, 0, 1, 1, 0, 1)",31715.347824867018
3,"(4, 0, 1, 1, 0, 1)",31718.73711378951
4,"(3, 0, 2, 1, 0, 1)",31718.931644270193
5,"(3, 0, 0, 1, 0, 1)",31724.419876545697
6,"(4, 0, 0, 1, 0, 1)",31726.010271954838
7,"(2, 0, 1, 1, 0, 1)",31732.81504808039
8,"(2, 0, 0, 1, 0, 1)",31739.044177216987
9,"(4, 0, 2, 1, 0, 0)",32290.933119140038
10,"(4, 0, 2, 0, 0, 1)",32335.11381753919
11,"(4, 0, 2, 0, 0, 0)",32471.529024846877
12,"(3, 0, 2, 1, 0, 0)",32502.806231281455
13,"(3, 0, 0, 1, 0, 0)",32629.529588473782
14,"(2, 0, 2, 1, 0, 0)",32630.727154955617
15,"(3, 0, 1, 1, 0, 0)",32631.47912410468
16,"(4, 0, 0, 1, 0, 0)",32631.49339372969
17,"(4, 0, 1, 1, 0, 0)",32633.41783447441
18,"(2, 0, 1, 1, 0, 0)",32648.969479272528
19,"(2, 0, 0, 1, 0, 0)",32659.666783314387
20,"(3, 0, 0, 0, 0, 1)",32675.210495268046
21,"(2, 0, 2, 0, 0, 1)",32676.472748170057
22,"(3, 0, 1, 0, 0, 1)",32676.496999991305
23,"(4, 0, 0, 0, 0, 1)",32676.55268017706
24,"(3, 0, 2, 0, 0, 1)",32678.471039121174
25,"(4, 0, 1, 0, 0, 1)",32678.48178748311
26,"(2, 0, 1, 0, 0, 1)",32686.947886364065
27,"(2, 0, 0, 0, 0, 1)",32697.593640969895
28,"(4, 0, 0, 0, 0, 0)",32816.617630323846
29,"(3, 0, 1, 0, 0, 0)",32817.47092132276
30,"(2, 0, 2, 0, 0, 0)",32817.62361274496
31,"(3, 0, 0, 0, 0, 0)",32817.63531543801
32,"(4, 0, 1, 0, 0, 0)",32818.29391864151
33,"(2, 0, 1, 0, 0, 0)",32818.44124283502
34,"(3, 0, 2, 0, 0, 0)",32819.16637402921
35,"(2, 0, 0, 0, 0, 0)",32827.77276857425
