,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",27584.82729302781
1,"(4, 0, 2, 1, 0, 1)",27588.231690084387
2,"(4, 0, 0, 1, 0, 1)",27607.017349550573
3,"(3, 0, 1, 1, 0, 1)",27608.439181052
4,"(3, 0, 0, 1, 0, 1)",27608.61557003933
5,"(4, 0, 1, 1, 0, 1)",27609.606030665418
6,"(2, 0, 2, 1, 0, 1)",27609.878744076126
7,"(2, 0, 1, 1, 0, 1)",27610.215149656895
8,"(2, 0, 0, 1, 0, 1)",27611.774236973015
9,"(4, 0, 2, 1, 0, 0)",27960.194439133695
10,"(3, 0, 1, 1, 0, 0)",27970.72108343354
11,"(4, 0, 1, 1, 0, 0)",27975.473166435448
12,"(4, 0, 2, 0, 0, 1)",27975.807032810793
13,"(3, 0, 2, 1, 0, 0)",27980.467708935594
14,"(3, 0, 1, 0, 0, 1)",27988.5638840158
15,"(2, 0, 2, 1, 0, 0)",27990.31136380565
16,"(2, 0, 2, 0, 0, 1)",27993.827718709854
17,"(4, 0, 1, 0, 0, 1)",27994.369017957448
18,"(3, 0, 2, 0, 0, 1)",27995.06687824491
19,"(4, 0, 2, 0, 0, 0)",28083.251962571274
20,"(3, 0, 1, 0, 0, 0)",28102.17212720828
21,"(4, 0, 1, 0, 0, 0)",28102.56964559633
22,"(3, 0, 2, 0, 0, 0)",28103.75160888923
23,"(2, 0, 2, 0, 0, 0)",28117.236976392727
24,"(4, 0, 0, 1, 0, 0)",28290.52142101522
25,"(3, 0, 0, 1, 0, 0)",28317.154406336344
26,"(4, 0, 0, 0, 0, 1)",28317.852725548644
27,"(2, 0, 1, 1, 0, 0)",28336.490060890887
28,"(3, 0, 0, 0, 0, 1)",28345.090449400253
29,"(2, 0, 0, 1, 0, 0)",28345.45358716504
30,"(2, 0, 1, 0, 0, 1)",28363.227594989396
31,"(2, 0, 0, 0, 0, 1)",28371.628058331436
32,"(4, 0, 0, 0, 0, 0)",28449.79356176066
33,"(3, 0, 0, 0, 0, 0)",28475.947030861582
34,"(2, 0, 1, 0, 0, 0)",28488.54582842744
35,"(2, 0, 0, 0, 0, 0)",28494.432218297767
