,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",28898.379135792133
1,"(2, 0, 2, 1, 0, 1)",28900.734303516223
2,"(2, 0, 1, 1, 0, 1)",28901.149808572332
3,"(3, 0, 0, 1, 0, 1)",28903.241942374705
4,"(3, 0, 1, 1, 0, 1)",28903.668266249795
5,"(4, 0, 0, 1, 0, 1)",28904.79659628995
6,"(4, 0, 1, 1, 0, 1)",28906.132374123838
7,"(4, 0, 2, 1, 0, 1)",28906.533302624113
8,"(2, 0, 0, 1, 0, 1)",28925.549585502842
9,"(3, 0, 2, 1, 0, 0)",29652.525190373388
10,"(2, 0, 2, 1, 0, 0)",29659.279837617152
11,"(4, 0, 2, 1, 0, 0)",29807.779853666423
12,"(3, 0, 2, 0, 0, 1)",29808.444763745054
13,"(2, 0, 2, 0, 0, 1)",29811.32120202778
14,"(4, 0, 2, 0, 0, 1)",29861.354063967534
15,"(3, 0, 1, 1, 0, 0)",29866.658910620066
16,"(4, 0, 1, 1, 0, 0)",29868.196507846922
17,"(4, 0, 0, 1, 0, 0)",29879.108583380796
18,"(3, 0, 0, 1, 0, 0)",29891.21589179106
19,"(2, 0, 1, 1, 0, 0)",29904.193630148246
20,"(2, 0, 0, 1, 0, 0)",29943.19993503828
21,"(4, 0, 1, 0, 0, 1)",30066.33431841578
22,"(3, 0, 1, 0, 0, 1)",30066.60303271397
23,"(4, 0, 0, 0, 0, 1)",30077.529518549625
24,"(3, 0, 0, 0, 0, 1)",30095.093696973425
25,"(2, 0, 1, 0, 0, 1)",30111.738692180657
26,"(2, 0, 0, 0, 0, 1)",30160.399415174892
27,"(3, 0, 2, 0, 0, 0)",30297.32322700492
28,"(4, 0, 2, 0, 0, 0)",30575.639681137047
29,"(3, 0, 1, 0, 0, 0)",30587.64617040252
30,"(4, 0, 0, 0, 0, 0)",30594.589871153858
31,"(3, 0, 0, 0, 0, 0)",30616.316643358543
32,"(4, 0, 1, 0, 0, 0)",30620.315665452163
33,"(2, 0, 1, 0, 0, 0)",30638.32493086028
34,"(2, 0, 2, 0, 0, 0)",30639.90366527426
35,"(2, 0, 0, 0, 0, 0)",30713.044292668754
