,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",29594.950405808475
1,"(2, 0, 2, 1, 0, 1)",29596.700716343737
2,"(4, 0, 2, 1, 0, 1)",29610.5309891327
3,"(3, 0, 0, 1, 0, 1)",29612.436370202402
4,"(4, 0, 0, 1, 0, 1)",29614.036415918894
5,"(3, 0, 1, 1, 0, 1)",29614.697079855636
6,"(4, 0, 1, 1, 0, 1)",29615.216278366814
7,"(2, 0, 1, 1, 0, 1)",29621.091255915835
8,"(2, 0, 0, 1, 0, 1)",29648.988716869895
9,"(4, 0, 1, 1, 0, 0)",30083.426855532587
10,"(3, 0, 2, 1, 0, 0)",30097.406407672068
11,"(2, 0, 2, 1, 0, 0)",30103.117957665145
12,"(4, 0, 1, 0, 0, 1)",30106.37922363019
13,"(3, 0, 2, 0, 0, 1)",30122.412678010096
14,"(2, 0, 2, 0, 0, 1)",30127.584503410813
15,"(3, 0, 1, 1, 0, 0)",30143.072873353325
16,"(4, 0, 2, 1, 0, 0)",30146.214795473283
17,"(3, 0, 1, 0, 0, 1)",30171.02079791754
18,"(4, 0, 2, 0, 0, 1)",30174.28362442399
19,"(4, 0, 1, 0, 0, 0)",30206.390779567562
20,"(3, 0, 2, 0, 0, 0)",30224.645664772044
21,"(2, 0, 2, 0, 0, 0)",30229.608873644924
22,"(3, 0, 1, 0, 0, 0)",30283.694186854736
23,"(4, 0, 2, 0, 0, 0)",30287.401277530444
24,"(4, 0, 0, 1, 0, 0)",30427.156964073863
25,"(4, 0, 0, 0, 0, 1)",30462.64818828093
26,"(3, 0, 0, 1, 0, 0)",30466.99186519864
27,"(3, 0, 0, 0, 0, 1)",30506.152622179947
28,"(4, 0, 0, 0, 0, 0)",30581.245338899458
29,"(2, 0, 1, 1, 0, 0)",30608.04905263456
30,"(3, 0, 0, 0, 0, 0)",30627.664681909497
31,"(2, 0, 1, 0, 0, 1)",30666.084836973496
32,"(2, 0, 0, 1, 0, 0)",30674.001390661622
33,"(2, 0, 0, 0, 0, 1)",30740.318326211527
34,"(2, 0, 1, 0, 0, 0)",30820.404094699617
35,"(2, 0, 0, 0, 0, 0)",30912.601769117533
