,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",14.0
1,"(3, 0, 0, 1, 0, 1)",27717.891187537007
2,"(3, 0, 1, 1, 0, 1)",27719.2700876399
3,"(4, 0, 0, 1, 0, 1)",27719.27666267964
4,"(4, 0, 2, 1, 0, 1)",27720.38512297813
5,"(4, 0, 1, 1, 0, 1)",27721.36883092928
6,"(3, 0, 2, 1, 0, 1)",27724.06606318609
7,"(2, 0, 1, 1, 0, 1)",27731.25410130753
8,"(2, 0, 0, 1, 0, 1)",27769.805357386398
9,"(4, 0, 1, 1, 0, 0)",28426.606916457094
10,"(2, 0, 2, 1, 0, 0)",28430.642353357955
11,"(3, 0, 2, 1, 0, 0)",28441.196687863787
12,"(4, 0, 2, 1, 0, 0)",28475.454355425045
13,"(3, 0, 1, 1, 0, 0)",28476.933960881895
14,"(4, 0, 1, 0, 0, 1)",28478.405364457147
15,"(2, 0, 2, 0, 0, 1)",28492.793902746806
16,"(3, 0, 2, 0, 0, 1)",28496.995736613346
17,"(4, 0, 2, 0, 0, 1)",28539.747034959364
18,"(3, 0, 1, 0, 0, 1)",28542.426060389655
19,"(2, 0, 2, 0, 0, 0)",28673.979307917925
20,"(4, 0, 0, 1, 0, 0)",28702.639612883213
21,"(4, 0, 2, 0, 0, 0)",28728.43600681864
22,"(3, 0, 0, 1, 0, 0)",28739.56382645903
23,"(4, 0, 0, 0, 0, 1)",28775.328294870927
24,"(3, 0, 0, 0, 0, 1)",28818.356527354124
25,"(2, 0, 1, 1, 0, 0)",28836.315921943627
26,"(2, 0, 0, 1, 0, 0)",28912.245481578047
27,"(2, 0, 1, 0, 0, 1)",28932.643903449516
28,"(3, 0, 1, 0, 0, 0)",28966.798951515557
29,"(3, 0, 2, 0, 0, 0)",28968.198435768918
30,"(4, 0, 1, 0, 0, 0)",28968.749029272116
31,"(4, 0, 0, 0, 0, 0)",28969.895822037026
32,"(3, 0, 0, 0, 0, 0)",29020.843648411013
33,"(2, 0, 0, 0, 0, 1)",29021.239211946096
34,"(2, 0, 1, 0, 0, 0)",29166.297029336904
35,"(2, 0, 0, 0, 0, 0)",29278.824416855867
