,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",25491.40542763296
1,"(3, 0, 2, 1, 0, 1)",25498.0840527059
2,"(2, 0, 1, 1, 0, 1)",25500.162619384333
3,"(3, 0, 0, 1, 0, 1)",25501.974574372976
4,"(4, 0, 0, 1, 0, 1)",25503.17415364322
5,"(4, 0, 2, 1, 0, 1)",25503.237271985992
6,"(3, 0, 1, 1, 0, 1)",25505.471286942357
7,"(4, 0, 1, 1, 0, 1)",25505.747500910747
8,"(2, 0, 0, 1, 0, 1)",25518.79734446035
9,"(3, 0, 2, 1, 0, 0)",26084.151984604054
10,"(2, 0, 2, 1, 0, 0)",26086.44130534429
11,"(3, 0, 1, 1, 0, 0)",26098.490429467176
12,"(4, 0, 2, 1, 0, 0)",26098.769666779164
13,"(4, 0, 1, 1, 0, 0)",26107.946577560444
14,"(3, 0, 2, 0, 0, 1)",26145.74039475044
15,"(2, 0, 2, 0, 0, 1)",26152.62043942683
16,"(3, 0, 1, 0, 0, 1)",26157.08601284703
17,"(4, 0, 1, 0, 0, 1)",26158.699341854564
18,"(4, 0, 2, 0, 0, 1)",26159.462374455255
19,"(3, 0, 0, 1, 0, 0)",26354.262939384284
20,"(4, 0, 0, 1, 0, 0)",26354.597315216244
21,"(2, 0, 1, 1, 0, 0)",26363.416952583528
22,"(3, 0, 2, 0, 0, 0)",26373.890176104305
23,"(4, 0, 1, 0, 0, 0)",26376.79428494733
24,"(3, 0, 1, 0, 0, 0)",26384.78046701628
25,"(4, 0, 2, 0, 0, 0)",26388.83560634673
26,"(2, 0, 2, 0, 0, 0)",26400.171306203625
27,"(2, 0, 0, 1, 0, 0)",26408.075750475375
28,"(4, 0, 0, 0, 0, 1)",26435.897307209638
29,"(3, 0, 0, 0, 0, 1)",26436.160000906064
30,"(2, 0, 1, 0, 0, 1)",26447.59670053849
31,"(2, 0, 0, 0, 0, 1)",26497.542068214403
32,"(4, 0, 0, 0, 0, 0)",26692.572923992102
33,"(3, 0, 0, 0, 0, 0)",26694.6654210212
34,"(2, 0, 1, 0, 0, 0)",26710.187881095637
35,"(2, 0, 0, 0, 0, 0)",26766.081953618057
