,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",27679.060278007637
1,"(2, 0, 1, 1, 0, 1)",27679.19918125686
2,"(3, 0, 1, 1, 0, 1)",27679.967048420913
3,"(4, 0, 1, 1, 0, 1)",27680.29493252639
4,"(3, 0, 0, 1, 0, 1)",27680.357669407782
5,"(3, 0, 2, 1, 0, 1)",27680.5023093579
6,"(2, 0, 2, 1, 0, 1)",27687.102914385625
7,"(4, 0, 2, 1, 0, 1)",27687.527905532537
8,"(2, 0, 0, 1, 0, 1)",27699.392802419054
9,"(2, 0, 2, 1, 0, 0)",28476.878134816034
10,"(3, 0, 0, 1, 0, 0)",28782.96079614204
11,"(3, 0, 1, 1, 0, 0)",28784.738726841817
12,"(4, 0, 0, 1, 0, 0)",28784.763018305846
13,"(4, 0, 1, 1, 0, 0)",28786.753065348086
14,"(3, 0, 2, 1, 0, 0)",28786.9443881735
15,"(4, 0, 2, 1, 0, 0)",28787.225063996306
16,"(2, 0, 1, 1, 0, 0)",28795.681640967858
17,"(2, 0, 0, 1, 0, 0)",28833.22762113403
18,"(3, 0, 2, 0, 0, 1)",28910.06557066331
19,"(3, 0, 0, 0, 0, 1)",28910.327191648783
20,"(4, 0, 0, 0, 0, 1)",28910.744045971904
21,"(3, 0, 1, 0, 0, 1)",28910.955682844557
22,"(2, 0, 2, 0, 0, 1)",28911.73549433616
23,"(4, 0, 1, 0, 0, 1)",28912.741020813064
24,"(4, 0, 2, 0, 0, 1)",28914.915724404225
25,"(2, 0, 1, 0, 0, 1)",28916.338077353943
26,"(2, 0, 0, 0, 0, 1)",28953.329438419234
27,"(3, 0, 2, 0, 0, 0)",29167.229537753345
28,"(4, 0, 0, 0, 0, 0)",29168.600798296622
29,"(4, 0, 2, 0, 0, 0)",29168.746728993265
30,"(4, 0, 1, 0, 0, 0)",29170.28184879364
31,"(3, 0, 1, 0, 0, 0)",29170.566397854906
32,"(2, 0, 1, 0, 0, 0)",29171.156742225612
33,"(2, 0, 2, 0, 0, 0)",29171.511455421663
34,"(3, 0, 0, 0, 0, 0)",29172.298042628765
35,"(2, 0, 0, 0, 0, 0)",29207.568068426757
