,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",25109.471697056917
1,"(2, 0, 2, 1, 0, 1)",25111.46696363725
2,"(3, 0, 0, 1, 0, 1)",25132.15008180768
3,"(4, 0, 0, 1, 0, 1)",25134.096114052674
4,"(2, 0, 1, 1, 0, 1)",25134.829923794856
5,"(4, 0, 1, 1, 0, 1)",25136.632698173944
6,"(4, 0, 2, 1, 0, 1)",25147.11461881397
7,"(3, 0, 1, 1, 0, 1)",25147.895355922356
8,"(2, 0, 0, 1, 0, 1)",25163.400147468623
9,"(2, 0, 2, 1, 0, 0)",25354.43900225231
10,"(3, 0, 2, 1, 0, 0)",25356.479103351707
11,"(2, 0, 2, 0, 0, 1)",25364.462705057897
12,"(3, 0, 2, 0, 0, 1)",25366.609248921446
13,"(4, 0, 1, 0, 0, 1)",25368.743465433177
14,"(4, 0, 1, 1, 0, 0)",25370.664276509673
15,"(3, 0, 1, 1, 0, 0)",25387.877589336425
16,"(4, 0, 2, 1, 0, 0)",25394.4296200981
17,"(3, 0, 1, 0, 0, 1)",25397.976279822607
18,"(4, 0, 2, 0, 0, 1)",25398.075366861995
19,"(2, 0, 2, 0, 0, 0)",25413.790208549173
20,"(3, 0, 2, 0, 0, 0)",25415.600871237602
21,"(4, 0, 1, 0, 0, 0)",25417.618406135658
22,"(3, 0, 1, 0, 0, 0)",25446.07545155438
23,"(4, 0, 2, 0, 0, 0)",25449.17570829543
24,"(4, 0, 0, 1, 0, 0)",25740.564756026877
25,"(4, 0, 0, 0, 0, 1)",25756.511283889686
26,"(3, 0, 0, 1, 0, 0)",25758.55686506581
27,"(3, 0, 0, 0, 0, 1)",25774.231751177023
28,"(4, 0, 0, 0, 0, 0)",25821.95693405089
29,"(2, 0, 1, 1, 0, 0)",25837.890153264532
30,"(3, 0, 0, 0, 0, 0)",25838.693523568712
31,"(2, 0, 1, 0, 0, 1)",25854.728141622978
32,"(2, 0, 0, 1, 0, 0)",25917.39744393085
33,"(2, 0, 1, 0, 0, 0)",25919.28745299691
34,"(2, 0, 0, 0, 0, 1)",25935.77629422437
35,"(2, 0, 0, 0, 0, 0)",26002.341060253206
