,parameters,aic
0,"(3, 0, 1, 1, 0, 1)",27777.527238773342
1,"(4, 0, 1, 1, 0, 1)",27778.96966391731
2,"(2, 0, 2, 1, 0, 1)",27779.30531253648
3,"(3, 0, 2, 1, 0, 1)",27780.181648098558
4,"(4, 0, 0, 1, 0, 1)",27793.797279245086
5,"(4, 0, 2, 1, 0, 1)",27797.55523366738
6,"(3, 0, 0, 1, 0, 1)",27808.161245348354
7,"(2, 0, 1, 1, 0, 1)",27824.021864201583
8,"(2, 0, 0, 1, 0, 1)",27824.265567657134
9,"(2, 0, 2, 1, 0, 0)",28351.515816054187
10,"(3, 0, 1, 1, 0, 0)",28354.405369923174
11,"(4, 0, 1, 1, 0, 0)",28358.206694051136
12,"(4, 0, 2, 1, 0, 0)",28359.43861306929
13,"(3, 0, 2, 1, 0, 0)",28385.26066197995
14,"(2, 0, 2, 0, 0, 1)",28396.404377667117
15,"(4, 0, 1, 0, 0, 1)",28398.22288357773
16,"(3, 0, 1, 0, 0, 1)",28398.901538285663
17,"(4, 0, 2, 0, 0, 1)",28401.909778191588
18,"(3, 0, 2, 0, 0, 1)",28433.351014191816
19,"(2, 0, 2, 0, 0, 0)",28570.96042792012
20,"(4, 0, 1, 0, 0, 0)",28572.40773449796
21,"(3, 0, 1, 0, 0, 0)",28573.189191114776
22,"(4, 0, 2, 0, 0, 0)",28578.954059937845
23,"(3, 0, 2, 0, 0, 0)",28617.719920081603
24,"(4, 0, 0, 1, 0, 0)",28733.945451084328
25,"(3, 0, 0, 1, 0, 0)",28774.877396656582
26,"(4, 0, 0, 0, 0, 1)",28790.43271954428
27,"(3, 0, 0, 0, 0, 1)",28828.37675182467
28,"(2, 0, 1, 1, 0, 0)",28850.081791494416
29,"(2, 0, 0, 1, 0, 0)",28852.099418416983
30,"(2, 0, 1, 0, 0, 1)",28902.818766931807
31,"(2, 0, 0, 0, 0, 1)",28905.190561142026
32,"(4, 0, 0, 0, 0, 0)",28975.16389851701
33,"(3, 0, 0, 0, 0, 0)",29006.639929157445
34,"(2, 0, 1, 0, 0, 0)",29071.729159487877
35,"(2, 0, 0, 0, 0, 0)",29079.168536817706
