,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",29742.67246085832
1,"(4, 0, 0, 1, 0, 1)",29761.975755580806
2,"(2, 0, 2, 1, 0, 1)",29768.109625916677
3,"(2, 0, 1, 1, 0, 1)",29768.327747036303
4,"(3, 0, 1, 1, 0, 1)",29768.651058221647
5,"(3, 0, 2, 1, 0, 1)",29770.220164007325
6,"(3, 0, 0, 1, 0, 1)",29771.17782380429
7,"(2, 0, 0, 1, 0, 1)",29771.215423100693
8,"(4, 0, 2, 1, 0, 1)",29771.75975886447
9,"(4, 0, 2, 1, 0, 0)",30427.205985307617
10,"(3, 0, 0, 1, 0, 0)",30645.935354857604
11,"(2, 0, 1, 1, 0, 0)",30646.64391976308
12,"(4, 0, 0, 1, 0, 0)",30647.127668752175
13,"(3, 0, 1, 1, 0, 0)",30647.234057796817
14,"(2, 0, 2, 1, 0, 0)",30647.335282471
15,"(3, 0, 2, 1, 0, 0)",30649.168756869505
16,"(4, 0, 1, 1, 0, 0)",30649.229151305422
17,"(2, 0, 0, 1, 0, 0)",30659.4071801512
18,"(3, 0, 0, 0, 0, 1)",30795.331516063034
19,"(2, 0, 1, 0, 0, 1)",30795.36114433398
20,"(4, 0, 0, 0, 0, 1)",30796.617433275067
21,"(3, 0, 1, 0, 0, 1)",30796.744293945503
22,"(2, 0, 2, 0, 0, 1)",30796.81112287252
23,"(3, 0, 2, 0, 0, 1)",30798.65871041467
24,"(4, 0, 1, 0, 0, 1)",30798.786266213803
25,"(4, 0, 2, 0, 0, 1)",30800.610717989162
26,"(2, 0, 0, 0, 0, 1)",30805.372124902588
27,"(2, 0, 2, 0, 0, 0)",31220.020980004956
28,"(3, 0, 2, 0, 0, 0)",31221.322158719104
29,"(2, 0, 1, 0, 0, 0)",31224.36188565508
30,"(3, 0, 0, 0, 0, 0)",31224.770336631267
31,"(2, 0, 0, 0, 0, 0)",31225.124191197567
32,"(4, 0, 0, 0, 0, 0)",31225.713578385323
33,"(3, 0, 1, 0, 0, 0)",31226.297515314538
34,"(4, 0, 2, 0, 0, 0)",31226.793220269003
35,"(4, 0, 1, 0, 0, 0)",31228.297247657483
