,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",24563.22787649342
1,"(2, 0, 2, 1, 0, 1)",24566.59136014482
2,"(3, 0, 0, 1, 0, 1)",24575.13765936041
3,"(4, 0, 0, 1, 0, 1)",24575.50020409059
4,"(4, 0, 2, 1, 0, 1)",24576.743000384962
5,"(4, 0, 1, 1, 0, 1)",24578.474176347365
6,"(2, 0, 1, 1, 0, 1)",24578.794097909074
7,"(3, 0, 1, 1, 0, 1)",24580.05324040722
8,"(2, 0, 0, 1, 0, 1)",24583.44105567916
9,"(2, 0, 2, 1, 0, 0)",24965.46713234964
10,"(3, 0, 1, 1, 0, 0)",24971.243652285713
11,"(3, 0, 2, 1, 0, 0)",24972.986502684606
12,"(4, 0, 2, 1, 0, 0)",24973.493668230414
13,"(4, 0, 1, 1, 0, 0)",24973.940322671657
14,"(2, 0, 2, 0, 0, 1)",24983.65438453614
15,"(3, 0, 1, 0, 0, 1)",24986.065554975557
16,"(4, 0, 1, 0, 0, 1)",24988.01131321423
17,"(4, 0, 2, 0, 0, 1)",24990.016119920318
18,"(3, 0, 2, 0, 0, 1)",25043.089747882463
19,"(3, 0, 2, 0, 0, 0)",25047.85549807112
20,"(2, 0, 2, 0, 0, 0)",25068.13938495198
21,"(3, 0, 1, 0, 0, 0)",25070.200355124092
22,"(4, 0, 1, 0, 0, 0)",25071.11175953541
23,"(4, 0, 2, 0, 0, 0)",25075.464244656905
24,"(4, 0, 0, 1, 0, 0)",25351.756243838063
25,"(3, 0, 0, 1, 0, 0)",25365.066631700676
26,"(4, 0, 0, 0, 0, 1)",25375.23421154337
27,"(3, 0, 0, 0, 0, 1)",25387.093353057127
28,"(2, 0, 1, 1, 0, 0)",25414.916563918676
29,"(2, 0, 0, 1, 0, 0)",25425.2680645416
30,"(2, 0, 1, 0, 0, 1)",25434.503217730347
31,"(2, 0, 0, 0, 0, 1)",25446.0792676841
32,"(4, 0, 0, 0, 0, 0)",25469.518224567935
33,"(3, 0, 0, 0, 0, 0)",25478.49120674841
34,"(2, 0, 1, 0, 0, 0)",25517.92132300005
35,"(2, 0, 0, 0, 0, 0)",25533.913403723538
