,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",24093.35304176608
1,"(3, 0, 1, 1, 0, 1)",24094.93982766353
2,"(4, 0, 2, 1, 0, 1)",24095.74180194718
3,"(3, 0, 2, 1, 0, 1)",24095.92347029066
4,"(3, 0, 0, 1, 0, 1)",24147.500313703502
5,"(4, 0, 0, 1, 0, 1)",24148.031737250654
6,"(2, 0, 1, 1, 0, 1)",24155.21381586133
7,"(2, 0, 0, 1, 0, 1)",24174.671935110036
8,"(4, 0, 1, 1, 0, 0)",24512.97786065985
9,"(2, 0, 2, 1, 0, 0)",24522.360473458626
10,"(3, 0, 1, 1, 0, 0)",24524.053611443986
11,"(4, 0, 2, 1, 0, 0)",24528.29464474893
12,"(4, 0, 1, 0, 0, 1)",24540.2426897925
13,"(3, 0, 2, 0, 0, 1)",24548.589100544275
14,"(3, 0, 1, 0, 0, 1)",24554.273434205756
15,"(4, 0, 2, 0, 0, 1)",24556.589056137276
16,"(3, 0, 2, 1, 0, 0)",24570.437397582074
17,"(4, 0, 1, 0, 0, 0)",24684.270725587638
18,"(3, 0, 2, 0, 0, 0)",24685.81864300236
19,"(3, 0, 1, 0, 0, 0)",24698.725240974967
20,"(4, 0, 2, 0, 0, 0)",24703.045490687182
21,"(2, 0, 2, 0, 0, 0)",24748.3297299449
22,"(4, 0, 0, 1, 0, 0)",24859.715621138606
23,"(3, 0, 0, 1, 0, 0)",24893.527958744577
24,"(4, 0, 0, 0, 0, 1)",24902.997861804317
25,"(3, 0, 0, 0, 0, 1)",24935.90574220559
26,"(2, 0, 1, 1, 0, 0)",24961.488731148853
27,"(2, 0, 1, 0, 0, 1)",25004.530600475053
28,"(2, 0, 0, 1, 0, 0)",25006.196690720994
29,"(2, 0, 2, 0, 0, 1)",25021.851305842705
30,"(2, 0, 0, 0, 0, 1)",25052.891716889
31,"(4, 0, 0, 0, 0, 0)",25062.0227822218
32,"(3, 0, 0, 0, 0, 0)",25091.228117798757
33,"(2, 0, 1, 0, 0, 0)",25159.93563058608
34,"(2, 0, 0, 0, 0, 0)",25220.174739438575
