,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",20689.998930428814
1,"(3, 0, 2, 1, 0, 1)",20693.09984968333
2,"(3, 0, 0, 1, 0, 1)",20701.84433877836
3,"(4, 0, 2, 1, 0, 1)",20702.387832971435
4,"(2, 0, 1, 1, 0, 1)",20702.540884509108
5,"(4, 0, 0, 1, 0, 1)",20703.847260103226
6,"(3, 0, 1, 1, 0, 1)",20704.19662455701
7,"(4, 0, 1, 1, 0, 1)",20705.717146473195
8,"(2, 0, 0, 1, 0, 1)",20712.84565461838
9,"(2, 0, 2, 1, 0, 0)",21176.158989260333
10,"(3, 0, 2, 1, 0, 0)",21180.059390785824
11,"(3, 0, 1, 1, 0, 0)",21186.11792887309
12,"(4, 0, 1, 1, 0, 0)",21188.36618840326
13,"(4, 0, 2, 1, 0, 0)",21191.169633827343
14,"(2, 0, 2, 0, 0, 1)",21250.97507449612
15,"(3, 0, 2, 0, 0, 1)",21251.629900741602
16,"(3, 0, 1, 0, 0, 1)",21260.6129154253
17,"(4, 0, 2, 0, 0, 1)",21261.834167553625
18,"(4, 0, 0, 1, 0, 0)",21385.13893903207
19,"(3, 0, 0, 1, 0, 0)",21385.65800123331
20,"(2, 0, 1, 1, 0, 0)",21395.2802962111
21,"(2, 0, 0, 1, 0, 0)",21425.976040587164
22,"(4, 0, 0, 0, 0, 1)",21473.92651952999
23,"(3, 0, 0, 0, 0, 1)",21474.114234909823
24,"(4, 0, 1, 0, 0, 1)",21476.864103026226
25,"(2, 0, 1, 0, 0, 1)",21484.62295411932
26,"(3, 0, 2, 0, 0, 0)",21493.770069741113
27,"(2, 0, 2, 0, 0, 0)",21496.41216428215
28,"(3, 0, 1, 0, 0, 0)",21502.407879572645
29,"(2, 0, 0, 0, 0, 1)",21517.54134625721
30,"(3, 0, 0, 0, 0, 0)",21732.142557678213
31,"(4, 0, 0, 0, 0, 0)",21732.571669137087
32,"(4, 0, 1, 0, 0, 0)",21734.09250294287
33,"(4, 0, 2, 0, 0, 0)",21736.125092873088
34,"(2, 0, 1, 0, 0, 0)",21743.26496774904
35,"(2, 0, 0, 0, 0, 0)",21778.456372447603
