,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",25816.366516604216
1,"(3, 0, 1, 1, 0, 1)",25818.90545932231
2,"(4, 0, 1, 1, 0, 1)",25820.67179379606
3,"(3, 0, 0, 1, 0, 1)",25820.96498606626
4,"(3, 0, 2, 1, 0, 1)",25826.553788442143
5,"(2, 0, 2, 1, 0, 1)",25826.670500702025
6,"(4, 0, 2, 1, 0, 1)",25834.50696419615
7,"(2, 0, 1, 1, 0, 1)",25838.943821475023
8,"(2, 0, 0, 1, 0, 1)",25855.36664964348
9,"(2, 0, 2, 1, 0, 0)",26405.352485147298
10,"(3, 0, 2, 1, 0, 0)",26410.35265270897
11,"(3, 0, 1, 1, 0, 0)",26433.401024892504
12,"(2, 0, 2, 0, 0, 1)",26441.83726706778
13,"(3, 0, 2, 0, 0, 1)",26464.943103212656
14,"(2, 0, 2, 0, 0, 0)",26548.37607436626
15,"(4, 0, 0, 1, 0, 0)",26644.989534659908
16,"(4, 0, 2, 1, 0, 0)",26645.962231061425
17,"(4, 0, 1, 1, 0, 0)",26646.029917337684
18,"(4, 0, 0, 0, 0, 1)",26683.16662408475
19,"(4, 0, 1, 0, 0, 1)",26684.85254925663
20,"(3, 0, 1, 0, 0, 1)",26685.69736278742
21,"(4, 0, 2, 0, 0, 1)",26686.531649448014
22,"(3, 0, 0, 1, 0, 0)",26701.991147079567
23,"(3, 0, 0, 0, 0, 1)",26744.588471637857
24,"(4, 0, 0, 0, 0, 0)",26789.479965693667
25,"(3, 0, 2, 0, 0, 0)",26790.419015494335
26,"(4, 0, 2, 0, 0, 0)",26791.1584711905
27,"(4, 0, 1, 0, 0, 0)",26791.477809296095
28,"(3, 0, 1, 0, 0, 0)",26799.378961746886
29,"(2, 0, 1, 1, 0, 0)",26837.18526293999
30,"(3, 0, 0, 0, 0, 0)",26854.961107796214
31,"(2, 0, 0, 1, 0, 0)",26876.874399356864
32,"(2, 0, 1, 0, 0, 1)",26893.985456049923
33,"(2, 0, 0, 0, 0, 1)",26939.348807213486
34,"(2, 0, 1, 0, 0, 0)",27031.12081164929
35,"(2, 0, 0, 0, 0, 0)",27091.78812308962
