,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",31510.481914414027
1,"(3, 0, 2, 1, 0, 1)",31510.80422255991
2,"(3, 0, 1, 1, 0, 1)",31522.930451701955
3,"(4, 0, 2, 1, 0, 1)",31525.921793672882
4,"(4, 0, 1, 1, 0, 1)",31526.97112773817
5,"(3, 0, 0, 1, 0, 1)",31527.296643604142
6,"(4, 0, 0, 1, 0, 1)",31529.509093353197
7,"(2, 0, 1, 1, 0, 1)",31530.967602016706
8,"(2, 0, 0, 1, 0, 1)",31536.577064840145
9,"(2, 0, 2, 1, 0, 0)",32013.110769209474
10,"(3, 0, 1, 1, 0, 0)",32015.014164355933
11,"(4, 0, 2, 1, 0, 0)",32022.869592159655
12,"(4, 0, 1, 1, 0, 0)",32030.476047824286
13,"(2, 0, 2, 0, 0, 1)",32053.37661687171
14,"(3, 0, 1, 0, 0, 1)",32055.733183854976
15,"(4, 0, 1, 0, 0, 1)",32057.199551933376
16,"(3, 0, 2, 1, 0, 0)",32058.262383840116
17,"(4, 0, 2, 0, 0, 1)",32058.342624699566
18,"(3, 0, 2, 0, 0, 1)",32103.462960783618
19,"(2, 0, 2, 0, 0, 0)",32188.85170322783
20,"(4, 0, 2, 0, 0, 0)",32189.58619552833
21,"(3, 0, 1, 0, 0, 0)",32190.461300693598
22,"(4, 0, 1, 0, 0, 0)",32192.14887711266
23,"(3, 0, 2, 0, 0, 0)",32251.485489544164
24,"(4, 0, 0, 1, 0, 0)",32448.6217383131
25,"(3, 0, 0, 1, 0, 0)",32467.02017771614
26,"(4, 0, 0, 0, 0, 1)",32498.17765285021
27,"(3, 0, 0, 0, 0, 1)",32513.76362703102
28,"(2, 0, 1, 1, 0, 0)",32536.485092420295
29,"(2, 0, 0, 1, 0, 0)",32539.829007501892
30,"(2, 0, 1, 0, 0, 1)",32579.428393699563
31,"(2, 0, 0, 0, 0, 1)",32584.93883016016
32,"(4, 0, 0, 0, 0, 0)",32644.89246380941
33,"(3, 0, 0, 0, 0, 0)",32654.943507980253
34,"(2, 0, 1, 0, 0, 0)",32709.239772400582
35,"(2, 0, 0, 0, 0, 0)",32720.441620855734
