,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",28027.055440386914
1,"(4, 0, 2, 1, 0, 1)",28031.5830586123
2,"(4, 0, 1, 1, 0, 1)",28033.840087677236
3,"(3, 0, 2, 1, 0, 1)",28036.54427210059
4,"(2, 0, 1, 1, 0, 1)",28036.833091084427
5,"(2, 0, 0, 1, 0, 1)",28037.094078682163
6,"(3, 0, 0, 1, 0, 1)",28037.097160798065
7,"(4, 0, 0, 1, 0, 1)",28038.070878069073
8,"(3, 0, 1, 1, 0, 1)",28039.11821498782
9,"(4, 0, 2, 1, 0, 0)",28393.640032675317
10,"(3, 0, 1, 1, 0, 0)",28418.061099192328
11,"(3, 0, 2, 1, 0, 0)",28420.19918584648
12,"(2, 0, 2, 1, 0, 0)",28423.55790543836
13,"(4, 0, 1, 1, 0, 0)",28423.584528091058
14,"(4, 0, 2, 0, 0, 1)",28453.881437077616
15,"(3, 0, 1, 0, 0, 1)",28489.033886295543
16,"(4, 0, 1, 0, 0, 1)",28491.47102366468
17,"(2, 0, 2, 0, 0, 1)",28494.19207959041
18,"(3, 0, 2, 0, 0, 1)",28545.800581377815
19,"(4, 0, 2, 0, 0, 0)",28714.771570370514
20,"(4, 0, 0, 1, 0, 0)",28744.87750923819
21,"(3, 0, 1, 0, 0, 0)",28767.44427370918
22,"(4, 0, 1, 0, 0, 0)",28768.81333079857
23,"(3, 0, 2, 0, 0, 0)",28769.218245170418
24,"(3, 0, 0, 1, 0, 0)",28770.36485047986
25,"(2, 0, 2, 0, 0, 0)",28775.849671559004
26,"(2, 0, 1, 1, 0, 0)",28787.211968256262
27,"(2, 0, 0, 1, 0, 0)",28796.60773736702
28,"(4, 0, 0, 0, 0, 1)",28835.767658759658
29,"(3, 0, 0, 0, 0, 1)",28874.053685409537
30,"(2, 0, 1, 0, 0, 1)",28896.17483864676
31,"(2, 0, 0, 0, 0, 1)",28905.35510761992
32,"(4, 0, 0, 0, 0, 0)",29134.560002159847
33,"(3, 0, 0, 0, 0, 0)",29197.34259928443
34,"(2, 0, 1, 0, 0, 0)",29224.02033021317
35,"(2, 0, 0, 0, 0, 0)",29231.374420683886
