,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",29499.791135973934
1,"(3, 0, 0, 1, 0, 1)",29503.928217822493
2,"(4, 0, 0, 1, 0, 1)",29505.935898045864
3,"(3, 0, 1, 1, 0, 1)",29506.157553892288
4,"(4, 0, 2, 1, 0, 1)",29506.849682694225
5,"(4, 0, 1, 1, 0, 1)",29507.382774816422
6,"(2, 0, 1, 1, 0, 1)",29508.012718717393
7,"(2, 0, 2, 1, 0, 1)",29511.526775259386
8,"(2, 0, 0, 1, 0, 1)",29521.23929137947
9,"(2, 0, 2, 1, 0, 0)",30218.82778961844
10,"(3, 0, 2, 1, 0, 0)",30220.27963404892
11,"(3, 0, 1, 1, 0, 0)",30223.669325170096
12,"(4, 0, 2, 1, 0, 0)",30227.161163601188
13,"(4, 0, 1, 1, 0, 0)",30246.755140875703
14,"(4, 0, 1, 0, 0, 1)",30270.99420306263
15,"(3, 0, 1, 0, 0, 1)",30271.535696321665
16,"(2, 0, 2, 0, 0, 1)",30271.937521425432
17,"(4, 0, 2, 0, 0, 1)",30276.601193374212
18,"(3, 0, 2, 0, 0, 1)",30300.723198075615
19,"(3, 0, 1, 0, 0, 0)",30413.164914022105
20,"(4, 0, 1, 0, 0, 0)",30414.27386282515
21,"(4, 0, 2, 0, 0, 0)",30416.34343915154
22,"(2, 0, 2, 0, 0, 0)",30423.748569403393
23,"(3, 0, 2, 0, 0, 0)",30438.19957623135
24,"(4, 0, 0, 1, 0, 0)",30616.613774651567
25,"(3, 0, 0, 1, 0, 0)",30634.970343846864
26,"(2, 0, 1, 1, 0, 0)",30680.573967945133
27,"(4, 0, 0, 0, 0, 1)",30684.187582257036
28,"(3, 0, 0, 0, 0, 1)",30705.431637834197
29,"(2, 0, 0, 1, 0, 0)",30707.727404810725
30,"(2, 0, 1, 0, 0, 1)",30748.516846967224
31,"(2, 0, 0, 0, 0, 1)",30777.265082726866
32,"(4, 0, 0, 0, 0, 0)",30857.75562863113
33,"(3, 0, 0, 0, 0, 0)",30882.536991294728
34,"(2, 0, 1, 0, 0, 0)",30919.80701719286
35,"(2, 0, 0, 0, 0, 0)",30951.8674326689
