,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",26190.40401951214
1,"(4, 0, 1, 1, 0, 1)",26192.194757331537
2,"(2, 0, 1, 1, 0, 1)",26192.40862144655
3,"(3, 0, 0, 1, 0, 1)",26194.330977637524
4,"(3, 0, 2, 1, 0, 1)",26195.245091089382
5,"(3, 0, 1, 1, 0, 1)",26195.9220852179
6,"(4, 0, 2, 1, 0, 1)",26198.855941568658
7,"(2, 0, 2, 1, 0, 1)",26199.620629151523
8,"(2, 0, 0, 1, 0, 1)",26212.24231367364
9,"(3, 0, 2, 0, 0, 1)",26886.963826066283
10,"(3, 0, 2, 0, 0, 0)",26914.844204576508
11,"(3, 0, 2, 1, 0, 0)",26972.75878678688
12,"(2, 0, 2, 1, 0, 0)",27089.83566031892
13,"(2, 0, 2, 0, 0, 1)",27160.48976659391
14,"(4, 0, 2, 1, 0, 0)",27281.137444968776
15,"(4, 0, 1, 1, 0, 0)",27283.146584647402
16,"(4, 0, 0, 1, 0, 0)",27285.440309176414
17,"(3, 0, 1, 1, 0, 0)",27309.25218128674
18,"(2, 0, 1, 1, 0, 0)",27310.14281364109
19,"(3, 0, 0, 1, 0, 0)",27316.237927225495
20,"(2, 0, 0, 1, 0, 0)",27319.079009605368
21,"(4, 0, 2, 0, 0, 1)",27337.969606281284
22,"(4, 0, 1, 0, 0, 1)",27341.20847816767
23,"(4, 0, 0, 0, 0, 1)",27345.22195061617
24,"(3, 0, 1, 0, 0, 1)",27380.14209526862
25,"(2, 0, 2, 0, 0, 0)",27381.296355325954
26,"(2, 0, 1, 0, 0, 1)",27383.669991144598
27,"(3, 0, 0, 0, 0, 1)",27387.40034807947
28,"(2, 0, 0, 0, 0, 1)",27387.414078817
29,"(4, 0, 2, 0, 0, 0)",27510.49228305877
30,"(4, 0, 1, 0, 0, 0)",27518.146696057218
31,"(4, 0, 0, 0, 0, 0)",27525.20328443427
32,"(3, 0, 1, 0, 0, 0)",27579.594283994007
33,"(2, 0, 0, 0, 0, 0)",27583.132309076096
34,"(2, 0, 1, 0, 0, 0)",27585.11504752492
35,"(3, 0, 0, 0, 0, 0)",27585.128083414853
