,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",29172.179441080523
1,"(3, 0, 0, 1, 0, 1)",29172.99772674121
2,"(4, 0, 0, 1, 0, 1)",29173.22680807754
3,"(3, 0, 1, 1, 0, 1)",29173.90384772712
4,"(2, 0, 2, 1, 0, 1)",29173.997306777837
5,"(4, 0, 1, 1, 0, 1)",29174.521146997777
6,"(4, 0, 2, 1, 0, 1)",29176.614549542304
7,"(2, 0, 1, 1, 0, 1)",29184.855737493384
8,"(2, 0, 0, 1, 0, 1)",29216.334574786964
9,"(2, 0, 2, 1, 0, 0)",29803.714097406417
10,"(4, 0, 2, 1, 0, 0)",29824.30109850431
11,"(2, 0, 2, 0, 0, 1)",29890.865337701758
12,"(4, 0, 2, 0, 0, 1)",29907.077589458535
13,"(3, 0, 2, 1, 0, 0)",30044.712250210465
14,"(4, 0, 0, 1, 0, 0)",30045.32739864713
15,"(4, 0, 1, 1, 0, 0)",30047.184199815023
16,"(3, 0, 1, 1, 0, 0)",30047.859624649755
17,"(3, 0, 0, 1, 0, 0)",30057.716080931594
18,"(2, 0, 1, 1, 0, 0)",30089.096354745154
19,"(2, 0, 0, 1, 0, 0)",30137.362397504123
20,"(3, 0, 2, 0, 0, 1)",30154.76883354851
21,"(4, 0, 0, 0, 0, 1)",30156.7954856546
22,"(4, 0, 1, 0, 0, 1)",30158.38202101557
23,"(3, 0, 1, 0, 0, 1)",30159.990167490316
24,"(3, 0, 0, 0, 0, 1)",30169.176169468727
25,"(2, 0, 1, 0, 0, 1)",30203.816175539014
26,"(4, 0, 2, 0, 0, 0)",30225.83358835493
27,"(2, 0, 2, 0, 0, 0)",30226.341747037168
28,"(2, 0, 0, 0, 0, 1)",30260.36616379084
29,"(3, 0, 2, 0, 0, 0)",30515.64607141824
30,"(4, 0, 0, 0, 0, 0)",30518.987428862227
31,"(4, 0, 1, 0, 0, 0)",30520.184686893503
32,"(3, 0, 1, 0, 0, 0)",30521.70286617254
33,"(3, 0, 0, 0, 0, 0)",30527.577466863473
34,"(2, 0, 1, 0, 0, 0)",30564.73863110976
35,"(2, 0, 0, 0, 0, 0)",30638.499378585897
