,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",28306.916792060372
1,"(3, 0, 0, 1, 0, 1)",28317.778654615187
2,"(3, 0, 1, 1, 0, 1)",28318.023069166582
3,"(4, 0, 0, 1, 0, 1)",28318.29802600792
4,"(3, 0, 2, 1, 0, 1)",28320.00684684111
5,"(4, 0, 1, 1, 0, 1)",28321.69728332529
6,"(2, 0, 1, 1, 0, 1)",28323.447494031276
7,"(2, 0, 2, 1, 0, 1)",28329.51459088529
8,"(2, 0, 0, 1, 0, 1)",28342.242054418977
9,"(4, 0, 2, 1, 0, 0)",29218.85760664997
10,"(4, 0, 2, 0, 0, 1)",29351.73327162649
11,"(4, 0, 0, 1, 0, 0)",29501.94494628598
12,"(3, 0, 1, 1, 0, 0)",29502.169032556478
13,"(2, 0, 2, 1, 0, 0)",29502.96567049556
14,"(3, 0, 2, 1, 0, 0)",29502.985129520224
15,"(4, 0, 1, 1, 0, 0)",29503.83779019392
16,"(3, 0, 0, 1, 0, 0)",29504.451705252588
17,"(2, 0, 1, 1, 0, 0)",29513.283852796125
18,"(2, 0, 0, 1, 0, 0)",29540.42879691794
19,"(4, 0, 0, 0, 0, 1)",29640.70548596297
20,"(4, 0, 1, 0, 0, 1)",29642.269536624808
21,"(3, 0, 2, 0, 0, 1)",29643.73610578073
22,"(3, 0, 1, 0, 0, 1)",29644.927008026156
23,"(2, 0, 2, 0, 0, 1)",29645.66922448484
24,"(2, 0, 1, 0, 0, 1)",29647.73742934018
25,"(3, 0, 0, 0, 0, 1)",29651.4320651264
26,"(4, 0, 2, 0, 0, 0)",29655.85162973731
27,"(2, 0, 0, 0, 0, 1)",29676.262750291145
28,"(4, 0, 1, 0, 0, 0)",29945.595674967284
29,"(4, 0, 0, 0, 0, 0)",29947.05516942268
30,"(2, 0, 1, 0, 0, 0)",29957.7874484556
31,"(3, 0, 2, 0, 0, 0)",29959.621374669143
32,"(2, 0, 2, 0, 0, 0)",29959.787444912003
33,"(3, 0, 1, 0, 0, 0)",29959.78744556449
34,"(3, 0, 0, 0, 0, 0)",29969.571848252286
35,"(2, 0, 0, 0, 0, 0)",29981.536144451577
