,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",26807.244838827566
1,"(4, 0, 0, 1, 0, 1)",26808.416137850654
2,"(2, 0, 2, 1, 0, 1)",26808.877414139395
3,"(3, 0, 1, 1, 0, 1)",26809.691795259063
4,"(3, 0, 0, 1, 0, 1)",26809.77300204996
5,"(2, 0, 1, 1, 0, 1)",26812.090711389268
6,"(4, 0, 1, 1, 0, 1)",26812.585142771317
7,"(4, 0, 2, 1, 0, 1)",26821.089429155018
8,"(2, 0, 0, 1, 0, 1)",26826.92149978264
9,"(2, 0, 2, 1, 0, 0)",27312.10637370397
10,"(3, 0, 1, 1, 0, 0)",27314.705793560028
11,"(4, 0, 1, 1, 0, 0)",27323.55256670459
12,"(4, 0, 2, 1, 0, 0)",27324.158451613705
13,"(2, 0, 2, 0, 0, 1)",27333.283103930353
14,"(3, 0, 1, 0, 0, 1)",27335.04113773737
15,"(4, 0, 2, 0, 0, 1)",27339.62209096571
16,"(4, 0, 1, 0, 0, 1)",27339.657534678707
17,"(3, 0, 2, 1, 0, 0)",27342.08616800133
18,"(3, 0, 2, 0, 0, 1)",27367.682552279373
19,"(2, 0, 2, 0, 0, 0)",27397.359814618656
20,"(3, 0, 1, 0, 0, 0)",27399.84207852458
21,"(4, 0, 2, 0, 0, 0)",27403.58393059239
22,"(4, 0, 1, 0, 0, 0)",27403.768762861357
23,"(3, 0, 2, 0, 0, 0)",27438.360675027798
24,"(4, 0, 0, 1, 0, 0)",27723.258113580698
25,"(3, 0, 0, 1, 0, 0)",27725.2572842158
26,"(4, 0, 0, 0, 0, 1)",27748.092078448713
27,"(3, 0, 0, 0, 0, 1)",27749.51477183314
28,"(2, 0, 1, 1, 0, 0)",27800.39134903837
29,"(2, 0, 0, 1, 0, 0)",27804.09052162314
30,"(2, 0, 1, 0, 0, 1)",27819.147238390517
31,"(4, 0, 0, 0, 0, 0)",27821.505559718662
32,"(3, 0, 0, 0, 0, 0)",27821.577158762593
33,"(2, 0, 0, 0, 0, 1)",27824.661873829526
34,"(2, 0, 1, 0, 0, 0)",27878.551210921214
35,"(2, 0, 0, 0, 0, 0)",27888.698771072606
