,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",24438.28055033703
1,"(2, 0, 1, 1, 0, 1)",24439.967713537084
2,"(3, 0, 0, 1, 0, 1)",24442.207110520594
3,"(4, 0, 0, 1, 0, 1)",24443.659509662913
4,"(3, 0, 2, 1, 0, 1)",24443.936967251462
5,"(4, 0, 1, 1, 0, 1)",24444.853655635252
6,"(4, 0, 2, 1, 0, 1)",24446.15359873636
7,"(3, 0, 1, 1, 0, 1)",24448.310237035847
8,"(2, 0, 0, 1, 0, 1)",24459.09922513933
9,"(4, 0, 1, 1, 0, 0)",24928.66419097468
10,"(2, 0, 2, 1, 0, 0)",24936.313327066255
11,"(3, 0, 1, 1, 0, 0)",24939.1493005079
12,"(4, 0, 2, 1, 0, 0)",24943.901823519973
13,"(3, 0, 2, 1, 0, 0)",24957.122112495326
14,"(4, 0, 1, 0, 0, 1)",24962.01274851406
15,"(2, 0, 2, 0, 0, 1)",24963.039777236
16,"(3, 0, 1, 0, 0, 1)",24971.098264064927
17,"(4, 0, 2, 0, 0, 1)",24976.24494482995
18,"(3, 0, 2, 0, 0, 1)",24980.26364130447
19,"(4, 0, 1, 0, 0, 0)",25103.299210611058
20,"(2, 0, 2, 0, 0, 0)",25105.178012871664
21,"(3, 0, 1, 0, 0, 0)",25110.737350519656
22,"(4, 0, 2, 0, 0, 0)",25115.266946196203
23,"(3, 0, 2, 0, 0, 0)",25127.0371958583
24,"(4, 0, 0, 1, 0, 0)",25298.328513659268
25,"(3, 0, 0, 1, 0, 0)",25336.546391159452
26,"(4, 0, 0, 0, 0, 1)",25343.571322876563
27,"(2, 0, 1, 1, 0, 0)",25385.229830700664
28,"(3, 0, 0, 0, 0, 1)",25389.637145867364
29,"(2, 0, 0, 1, 0, 0)",25431.394194214205
30,"(2, 0, 1, 0, 0, 1)",25443.843432122547
31,"(2, 0, 0, 0, 0, 1)",25491.443586206897
32,"(4, 0, 0, 0, 0, 0)",25510.963458641985
33,"(3, 0, 0, 0, 0, 0)",25573.719174204976
34,"(2, 0, 1, 0, 0, 0)",25637.782118931693
35,"(2, 0, 0, 0, 0, 0)",25688.864917424213
