,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",27631.07693886031
1,"(4, 0, 2, 1, 0, 1)",27635.45354762249
2,"(4, 0, 0, 1, 0, 1)",27636.423235761788
3,"(2, 0, 1, 1, 0, 1)",27648.08827304678
4,"(2, 0, 2, 1, 0, 1)",27651.392225143398
5,"(3, 0, 0, 1, 0, 1)",27652.5981071238
6,"(3, 0, 2, 1, 0, 1)",27656.391339254118
7,"(2, 0, 0, 1, 0, 1)",27657.190481482095
8,"(3, 0, 1, 1, 0, 1)",27660.641320071696
9,"(4, 0, 2, 0, 0, 1)",27936.783782375285
10,"(4, 0, 2, 1, 0, 0)",27952.940343482544
11,"(4, 0, 2, 0, 0, 0)",27968.71566420121
12,"(4, 0, 1, 1, 0, 0)",28530.33163798245
13,"(4, 0, 0, 1, 0, 0)",28532.965136014842
14,"(3, 0, 2, 1, 0, 0)",28542.05955358723
15,"(2, 0, 2, 1, 0, 0)",28549.748783100174
16,"(2, 0, 1, 1, 0, 0)",28570.261198753622
17,"(4, 0, 1, 0, 0, 1)",28574.462613069863
18,"(3, 0, 0, 1, 0, 0)",28574.774533007127
19,"(2, 0, 0, 1, 0, 0)",28575.392147583596
20,"(4, 0, 0, 0, 0, 1)",28576.512685456993
21,"(3, 0, 1, 1, 0, 0)",28579.36964356782
22,"(3, 0, 2, 0, 0, 1)",28588.4578576507
23,"(2, 0, 2, 0, 0, 1)",28597.658956661024
24,"(3, 0, 1, 0, 0, 1)",28607.334746681994
25,"(2, 0, 1, 0, 0, 1)",28618.2143750983
26,"(3, 0, 0, 0, 0, 1)",28627.871614967502
27,"(2, 0, 0, 0, 0, 1)",28632.376898587892
28,"(4, 0, 1, 0, 0, 0)",28696.717891427343
29,"(4, 0, 0, 0, 0, 0)",28696.980677792882
30,"(3, 0, 2, 0, 0, 0)",28714.106402522822
31,"(2, 0, 2, 0, 0, 0)",28725.93779137989
32,"(3, 0, 1, 0, 0, 0)",28735.92571421638
33,"(2, 0, 1, 0, 0, 0)",28746.021038039686
34,"(3, 0, 0, 0, 0, 0)",28762.367934613267
35,"(2, 0, 0, 0, 0, 0)",28774.20735341407
