,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",25819.974446868655
1,"(3, 0, 2, 1, 0, 1)",25828.613517286354
2,"(4, 0, 2, 1, 0, 1)",25836.262902454895
3,"(4, 0, 0, 1, 0, 1)",25841.605805496954
4,"(2, 0, 1, 1, 0, 1)",25842.10320107102
5,"(3, 0, 0, 1, 0, 1)",25842.69293105982
6,"(4, 0, 1, 1, 0, 1)",25842.853350315556
7,"(3, 0, 1, 1, 0, 1)",25843.226448631118
8,"(2, 0, 0, 1, 0, 1)",25850.054239576493
9,"(2, 0, 2, 1, 0, 0)",26358.19076438186
10,"(4, 0, 2, 1, 0, 0)",26369.98224351043
11,"(3, 0, 1, 1, 0, 0)",26377.476809577332
12,"(3, 0, 2, 1, 0, 0)",26386.366479372085
13,"(4, 0, 1, 1, 0, 0)",26389.335802718717
14,"(2, 0, 2, 0, 0, 1)",26398.570377883112
15,"(4, 0, 2, 0, 0, 1)",26405.576171824523
16,"(3, 0, 1, 0, 0, 1)",26407.270700460267
17,"(4, 0, 1, 0, 0, 1)",26414.644689851702
18,"(3, 0, 2, 0, 0, 1)",26425.972505449863
19,"(3, 0, 2, 0, 0, 0)",26537.986478585295
20,"(2, 0, 2, 0, 0, 0)",26555.69527836217
21,"(4, 0, 1, 0, 0, 0)",26582.854822729747
22,"(4, 0, 2, 0, 0, 0)",26629.001303865876
23,"(4, 0, 0, 1, 0, 0)",26716.715946885866
24,"(3, 0, 0, 1, 0, 0)",26721.50865163309
25,"(2, 0, 1, 1, 0, 0)",26746.198365047287
26,"(4, 0, 0, 0, 0, 1)",26761.298332314935
27,"(3, 0, 0, 0, 0, 1)",26764.52059218071
28,"(2, 0, 0, 1, 0, 0)",26775.753350948245
29,"(2, 0, 1, 0, 0, 1)",26786.044382855685
30,"(2, 0, 0, 0, 0, 1)",26816.44183995762
31,"(3, 0, 1, 0, 0, 0)",26916.271879838965
32,"(4, 0, 0, 0, 0, 0)",26918.23945425952
33,"(3, 0, 0, 0, 0, 0)",26918.93310849338
34,"(2, 0, 1, 0, 0, 0)",26934.19387711793
35,"(2, 0, 0, 0, 0, 0)",26965.01036429725
