,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",26588.669607909713
1,"(2, 0, 1, 1, 0, 1)",26594.718893068984
2,"(3, 0, 1, 1, 0, 1)",26595.14028184965
3,"(4, 0, 1, 1, 0, 1)",26595.25208436829
4,"(3, 0, 0, 1, 0, 1)",26596.423785770887
5,"(2, 0, 0, 1, 0, 1)",26597.22725236294
6,"(4, 0, 0, 1, 0, 1)",26598.23120074963
7,"(3, 0, 2, 1, 0, 1)",26599.48179535009
8,"(2, 0, 2, 1, 0, 0)",27416.033617256428
9,"(4, 0, 2, 1, 0, 0)",27420.30296026361
10,"(3, 0, 1, 1, 0, 0)",27421.931015770817
11,"(3, 0, 2, 0, 0, 1)",27433.686345873633
12,"(4, 0, 1, 1, 0, 0)",27434.736196927974
13,"(3, 0, 2, 1, 0, 0)",27436.236262851213
14,"(3, 0, 1, 0, 0, 1)",27515.732110671684
15,"(2, 0, 2, 0, 0, 1)",27518.706936622155
16,"(4, 0, 2, 0, 0, 1)",27519.015640819733
17,"(4, 0, 1, 0, 0, 1)",27522.444946147203
18,"(3, 0, 2, 0, 0, 0)",27625.109178371575
19,"(3, 0, 1, 0, 0, 0)",27748.840718972795
20,"(4, 0, 2, 0, 0, 0)",27755.309147406493
21,"(4, 0, 1, 0, 0, 0)",27762.389086940137
22,"(2, 0, 2, 0, 0, 0)",27762.44264422898
23,"(4, 0, 0, 1, 0, 0)",27871.181120429297
24,"(3, 0, 0, 1, 0, 0)",27888.437374256748
25,"(2, 0, 1, 1, 0, 0)",27920.241389659288
26,"(2, 0, 0, 1, 0, 0)",27942.865134132495
27,"(4, 0, 0, 0, 0, 1)",27979.639444281158
28,"(3, 0, 0, 0, 0, 1)",27990.89518867541
29,"(2, 0, 1, 0, 0, 1)",28016.149376222005
30,"(2, 0, 0, 0, 0, 1)",28039.962448635604
31,"(4, 0, 0, 0, 0, 0)",28220.23359704332
32,"(3, 0, 0, 0, 0, 0)",28224.30139442864
33,"(2, 0, 1, 0, 0, 0)",28240.364656255253
34,"(2, 0, 0, 0, 0, 0)",28266.629902638542
