,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",18736.369483452825
1,"(2, 0, 2, 1, 0, 1)",18740.807912903634
2,"(3, 0, 0, 1, 0, 1)",18742.608912546773
3,"(3, 0, 1, 1, 0, 1)",18744.282246048657
4,"(4, 0, 0, 1, 0, 1)",18744.327603846796
5,"(4, 0, 1, 1, 0, 1)",18746.54307908187
6,"(2, 0, 1, 1, 0, 1)",18754.975810350606
7,"(4, 0, 2, 1, 0, 1)",18755.610305767772
8,"(2, 0, 0, 1, 0, 1)",18793.902226635593
9,"(2, 0, 2, 1, 0, 0)",19050.198620699804
10,"(3, 0, 2, 0, 0, 1)",19057.27026801346
11,"(2, 0, 2, 0, 0, 1)",19064.67864540552
12,"(4, 0, 2, 0, 0, 1)",19087.542792565335
13,"(3, 0, 2, 0, 0, 0)",19118.071919147395
14,"(2, 0, 2, 0, 0, 0)",19125.201887644707
15,"(3, 0, 2, 1, 0, 0)",19175.968063578184
16,"(3, 0, 0, 1, 0, 0)",19348.02223659615
17,"(3, 0, 1, 1, 0, 0)",19348.80250877529
18,"(4, 0, 0, 1, 0, 0)",19349.24301571562
19,"(4, 0, 2, 1, 0, 0)",19350.278971312768
20,"(4, 0, 1, 1, 0, 0)",19351.772632159
21,"(3, 0, 0, 0, 0, 1)",19365.647357983853
22,"(3, 0, 1, 0, 0, 1)",19366.97065864439
23,"(4, 0, 0, 0, 0, 1)",19367.17203319758
24,"(4, 0, 1, 0, 0, 1)",19369.510022631606
25,"(2, 0, 1, 1, 0, 0)",19402.178224023963
26,"(2, 0, 1, 0, 0, 1)",19417.750955225056
27,"(3, 0, 0, 0, 0, 0)",19430.1024831385
28,"(3, 0, 1, 0, 0, 0)",19432.084372471938
29,"(4, 0, 0, 0, 0, 0)",19432.08710114594
30,"(4, 0, 1, 0, 0, 0)",19434.099041074507
31,"(4, 0, 2, 0, 0, 0)",19436.0575983391
32,"(2, 0, 0, 1, 0, 0)",19459.211791947495
33,"(2, 0, 1, 0, 0, 0)",19475.459611042435
34,"(2, 0, 0, 0, 0, 1)",19475.664600278258
35,"(2, 0, 0, 0, 0, 0)",19535.245491165922
