,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",23357.92269715154
1,"(3, 0, 0, 1, 0, 1)",23363.46182055635
2,"(4, 0, 0, 1, 0, 1)",23364.099296197117
3,"(3, 0, 1, 1, 0, 1)",23364.10278825314
4,"(2, 0, 1, 1, 0, 1)",23364.574356055982
5,"(4, 0, 1, 1, 0, 1)",23366.16593827564
6,"(2, 0, 2, 1, 0, 1)",23366.508354347236
7,"(4, 0, 2, 1, 0, 1)",23368.102747954938
8,"(2, 0, 0, 1, 0, 1)",23389.785612116255
9,"(3, 0, 2, 1, 0, 0)",23710.019702229845
10,"(2, 0, 2, 1, 0, 0)",23714.046125398207
11,"(3, 0, 2, 0, 0, 1)",23735.139647873857
12,"(3, 0, 1, 1, 0, 0)",23740.83715607545
13,"(2, 0, 2, 0, 0, 1)",23741.697714419013
14,"(4, 0, 2, 1, 0, 0)",23741.720059966785
15,"(3, 0, 1, 0, 0, 1)",23769.22040252459
16,"(4, 0, 2, 0, 0, 1)",23770.58847407154
17,"(3, 0, 2, 0, 0, 0)",23871.402133496144
18,"(2, 0, 2, 0, 0, 0)",23879.535313353703
19,"(3, 0, 1, 0, 0, 0)",23910.40257618122
20,"(4, 0, 2, 0, 0, 0)",23914.582383794186
21,"(3, 0, 0, 1, 0, 0)",23964.434761615772
22,"(4, 0, 0, 1, 0, 0)",23965.517928835932
23,"(4, 0, 1, 1, 0, 0)",23968.22266635859
24,"(3, 0, 0, 0, 0, 1)",23999.093118275272
25,"(2, 0, 1, 1, 0, 0)",23999.727885563985
26,"(4, 0, 0, 0, 0, 1)",24000.254182467623
27,"(4, 0, 1, 0, 0, 1)",24002.909652424376
28,"(2, 0, 1, 0, 0, 1)",24037.379855814008
29,"(2, 0, 0, 1, 0, 0)",24051.702763934314
30,"(2, 0, 0, 0, 0, 1)",24092.91144170032
31,"(3, 0, 0, 0, 0, 0)",24146.887474995652
32,"(4, 0, 0, 0, 0, 0)",24148.189755120275
33,"(4, 0, 1, 0, 0, 0)",24150.813262355347
34,"(2, 0, 1, 0, 0, 0)",24193.26431661193
35,"(2, 0, 0, 0, 0, 0)",24259.64884118129
