,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",26863.14345049404
1,"(3, 0, 2, 1, 0, 1)",26868.285495073305
2,"(3, 0, 0, 1, 0, 1)",26874.652479314038
3,"(4, 0, 0, 1, 0, 1)",26876.650999609963
4,"(3, 0, 1, 1, 0, 1)",26876.6529989603
5,"(4, 0, 1, 1, 0, 1)",26878.64932952311
6,"(2, 0, 1, 1, 0, 1)",26879.203708618228
7,"(4, 0, 2, 1, 0, 1)",26880.35357122701
8,"(2, 0, 0, 1, 0, 1)",26902.48973465107
9,"(2, 0, 2, 1, 0, 0)",27219.68208379468
10,"(3, 0, 2, 1, 0, 0)",27222.497771760904
11,"(4, 0, 2, 1, 0, 0)",27234.128630907086
12,"(3, 0, 1, 1, 0, 0)",27234.882137010627
13,"(2, 0, 2, 0, 0, 1)",27234.93090236509
14,"(3, 0, 2, 0, 0, 1)",27235.273275221407
15,"(3, 0, 1, 0, 0, 1)",27241.817262561184
16,"(4, 0, 2, 0, 0, 1)",27249.82063921589
17,"(4, 0, 1, 1, 0, 0)",27280.10300053193
18,"(3, 0, 2, 0, 0, 0)",27303.99553375961
19,"(2, 0, 2, 0, 0, 0)",27305.870027149558
20,"(3, 0, 1, 0, 0, 0)",27307.831721889885
21,"(4, 0, 1, 0, 0, 0)",27308.74015179069
22,"(4, 0, 2, 0, 0, 0)",27311.480857837378
23,"(4, 0, 0, 1, 0, 0)",27454.182222220086
24,"(3, 0, 0, 1, 0, 0)",27454.48798564909
25,"(2, 0, 1, 1, 0, 0)",27465.103253082667
26,"(4, 0, 0, 0, 0, 1)",27473.467161505705
27,"(3, 0, 0, 0, 0, 1)",27473.712038491227
28,"(4, 0, 1, 0, 0, 1)",27476.80154269753
29,"(2, 0, 1, 0, 0, 1)",27483.587233457383
30,"(2, 0, 0, 1, 0, 0)",27495.487031666176
31,"(2, 0, 0, 0, 0, 1)",27513.227398183768
32,"(4, 0, 0, 0, 0, 0)",27552.283300645482
33,"(3, 0, 0, 0, 0, 0)",27552.631239896313
34,"(2, 0, 1, 0, 0, 0)",27560.89008320971
35,"(2, 0, 0, 0, 0, 0)",27587.782727405767
