,parameters,aic
0,"(3, 0, 1, 1, 0, 1)",14.0
1,"(3, 0, 2, 1, 0, 1)",26170.79891541892
2,"(2, 0, 2, 1, 0, 1)",26176.429083188774
3,"(3, 0, 0, 1, 0, 1)",26190.366186994623
4,"(4, 0, 0, 1, 0, 1)",26191.75831452425
5,"(4, 0, 2, 1, 0, 1)",26194.64586803116
6,"(2, 0, 1, 1, 0, 1)",26195.549599887283
7,"(4, 0, 1, 1, 0, 1)",26196.514172897627
8,"(2, 0, 0, 1, 0, 1)",26207.53519348381
9,"(2, 0, 2, 1, 0, 0)",27007.060520972707
10,"(4, 0, 1, 1, 0, 0)",27018.093000954203
11,"(3, 0, 1, 1, 0, 0)",27019.662621550833
12,"(4, 0, 2, 1, 0, 0)",27025.914442799563
13,"(3, 0, 2, 1, 0, 0)",27074.810349725158
14,"(2, 0, 2, 0, 0, 1)",27109.64681502131
15,"(4, 0, 1, 0, 0, 1)",27110.52044998292
16,"(3, 0, 1, 0, 0, 1)",27125.641498332472
17,"(4, 0, 2, 0, 0, 1)",27127.080426928376
18,"(3, 0, 2, 0, 0, 1)",27246.926456694873
19,"(4, 0, 1, 0, 0, 0)",27391.377363147476
20,"(2, 0, 2, 0, 0, 0)",27392.86427685028
21,"(4, 0, 2, 0, 0, 0)",27411.861670251168
22,"(3, 0, 1, 0, 0, 0)",27413.774727501794
23,"(4, 0, 0, 1, 0, 0)",27460.82258499169
24,"(3, 0, 0, 1, 0, 0)",27494.91001784677
25,"(4, 0, 0, 0, 0, 1)",27570.439670857
26,"(3, 0, 2, 0, 0, 0)",27572.935663487297
27,"(3, 0, 0, 0, 0, 1)",27606.269251472928
28,"(2, 0, 1, 1, 0, 0)",27611.843324678004
29,"(2, 0, 0, 1, 0, 0)",27639.58441767942
30,"(2, 0, 1, 0, 0, 1)",27729.375361304927
31,"(2, 0, 0, 0, 0, 1)",27764.978037773064
32,"(4, 0, 0, 0, 0, 0)",27850.87389141838
33,"(3, 0, 0, 0, 0, 0)",27885.263748539375
34,"(2, 0, 1, 0, 0, 0)",28012.362278419987
35,"(2, 0, 0, 0, 0, 0)",28060.547901506692
