,parameters,aic
0,"(3, 0, 1, 1, 0, 1)",25754.731819392204
1,"(4, 0, 1, 1, 0, 1)",25755.639321770923
2,"(4, 0, 2, 1, 0, 1)",25757.009651625354
3,"(4, 0, 0, 1, 0, 1)",25766.357306785343
4,"(3, 0, 2, 1, 0, 1)",25775.966790338185
5,"(3, 0, 0, 1, 0, 1)",25780.673908088153
6,"(2, 0, 2, 1, 0, 1)",25786.412758320897
7,"(2, 0, 1, 1, 0, 1)",25818.80022990357
8,"(4, 0, 1, 1, 0, 0)",25821.418447104043
9,"(4, 0, 1, 0, 0, 1)",25828.20238291387
10,"(3, 0, 2, 1, 0, 0)",25843.68594803352
11,"(3, 0, 2, 0, 0, 1)",25850.559974491833
12,"(2, 0, 0, 1, 0, 1)",25855.13511092092
13,"(2, 0, 2, 1, 0, 0)",25857.943482381008
14,"(2, 0, 2, 0, 0, 1)",25864.251103199404
15,"(3, 0, 1, 1, 0, 0)",25877.638279110884
16,"(4, 0, 1, 0, 0, 0)",25881.456423078016
17,"(4, 0, 2, 1, 0, 0)",25882.127678050434
18,"(3, 0, 1, 0, 0, 1)",25884.146147330765
19,"(4, 0, 2, 0, 0, 1)",25887.713532056056
20,"(3, 0, 2, 0, 0, 0)",25902.236149316937
21,"(2, 0, 2, 0, 0, 0)",25912.240442849834
22,"(3, 0, 1, 0, 0, 0)",25932.40362492942
23,"(4, 0, 2, 0, 0, 0)",25935.408158413546
24,"(4, 0, 0, 1, 0, 0)",26041.19098255536
25,"(4, 0, 0, 0, 0, 1)",26051.652182143414
26,"(3, 0, 0, 1, 0, 0)",26081.01707130868
27,"(3, 0, 0, 0, 0, 1)",26092.81160044609
28,"(4, 0, 0, 0, 0, 0)",26115.273283866416
29,"(3, 0, 0, 0, 0, 0)",26163.94592298207
30,"(2, 0, 1, 1, 0, 0)",26186.056341761727
31,"(2, 0, 1, 0, 0, 1)",26199.643414267244
32,"(2, 0, 0, 1, 0, 0)",26234.08443423478
33,"(2, 0, 0, 0, 0, 1)",26247.690344499497
34,"(2, 0, 1, 0, 0, 0)",26274.647978351368
35,"(2, 0, 0, 0, 0, 0)",26320.289377168363
