,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",23600.431584034926
1,"(3, 0, 0, 1, 0, 1)",23601.303344795087
2,"(4, 0, 0, 1, 0, 1)",23603.020260448826
3,"(2, 0, 2, 1, 0, 1)",23603.722091522406
4,"(4, 0, 1, 1, 0, 1)",23604.685976267807
5,"(2, 0, 1, 1, 0, 1)",23610.411583142453
6,"(4, 0, 2, 1, 0, 1)",23615.476754278527
7,"(3, 0, 1, 1, 0, 1)",23616.59823730814
8,"(2, 0, 0, 1, 0, 1)",23631.044220921834
9,"(2, 0, 2, 1, 0, 0)",24047.21899967918
10,"(4, 0, 1, 1, 0, 0)",24053.46775206267
11,"(4, 0, 1, 0, 0, 1)",24060.60677993948
12,"(3, 0, 2, 0, 0, 1)",24061.34213843887
13,"(3, 0, 1, 1, 0, 0)",24064.68244273074
14,"(2, 0, 2, 0, 0, 1)",24064.895418988315
15,"(4, 0, 2, 1, 0, 0)",24068.791287108677
16,"(4, 0, 2, 0, 0, 1)",24082.12765896195
17,"(3, 0, 1, 0, 0, 1)",24082.495155180353
18,"(3, 0, 2, 1, 0, 0)",24132.296387081253
19,"(3, 0, 2, 0, 0, 0)",24155.41238191441
20,"(2, 0, 2, 0, 0, 0)",24158.418611732042
21,"(4, 0, 1, 0, 0, 0)",24160.724432828654
22,"(3, 0, 1, 0, 0, 0)",24177.490795221347
23,"(4, 0, 2, 0, 0, 0)",24181.062243384054
24,"(4, 0, 0, 1, 0, 0)",24395.711895994486
25,"(3, 0, 0, 1, 0, 0)",24406.217408284036
26,"(4, 0, 0, 0, 0, 1)",24420.171388962626
27,"(3, 0, 0, 0, 0, 1)",24429.33047086553
28,"(2, 0, 1, 1, 0, 0)",24485.719838339963
29,"(2, 0, 1, 0, 0, 1)",24508.750882577213
30,"(2, 0, 0, 1, 0, 0)",24526.629346096615
31,"(4, 0, 0, 0, 0, 0)",24530.160716043523
32,"(3, 0, 0, 0, 0, 0)",24535.68937518572
33,"(2, 0, 0, 0, 0, 1)",24551.612281960304
34,"(2, 0, 1, 0, 0, 0)",24610.49331654099
35,"(2, 0, 0, 0, 0, 0)",24657.717536566954
