,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",23871.849937647123
1,"(4, 0, 0, 1, 0, 1)",23873.692501098565
2,"(4, 0, 1, 1, 0, 1)",23874.250861711007
3,"(2, 0, 1, 1, 0, 1)",23874.772262324026
4,"(2, 0, 2, 1, 0, 1)",23874.776028755823
5,"(2, 0, 0, 1, 0, 1)",23886.99953317155
6,"(3, 0, 1, 1, 0, 1)",23887.731163059772
7,"(4, 0, 2, 1, 0, 1)",23895.2102090426
8,"(3, 0, 2, 1, 0, 1)",23932.89054442692
9,"(3, 0, 2, 1, 0, 0)",24904.95924729904
10,"(3, 0, 2, 0, 0, 1)",24984.20663060156
11,"(3, 0, 2, 0, 0, 0)",25201.433310402088
12,"(2, 0, 2, 1, 0, 0)",25278.41054923919
13,"(3, 0, 0, 1, 0, 0)",25340.664590862845
14,"(4, 0, 2, 1, 0, 0)",25341.18276529512
15,"(4, 0, 0, 1, 0, 0)",25342.538644257333
16,"(3, 0, 1, 1, 0, 0)",25342.567705390207
17,"(4, 0, 1, 1, 0, 0)",25344.61387205341
18,"(2, 0, 1, 1, 0, 0)",25344.803377215387
19,"(2, 0, 0, 1, 0, 0)",25363.035036904126
20,"(4, 0, 2, 0, 0, 1)",25511.91968588194
21,"(2, 0, 1, 0, 0, 1)",25518.405425988596
22,"(4, 0, 0, 0, 0, 1)",25518.65990606785
23,"(3, 0, 0, 0, 0, 1)",25520.09213215973
24,"(4, 0, 1, 0, 0, 1)",25520.14999471085
25,"(3, 0, 1, 0, 0, 1)",25520.295592193153
26,"(2, 0, 2, 0, 0, 1)",25520.355876012407
27,"(2, 0, 0, 0, 0, 1)",25531.874532729344
28,"(4, 0, 2, 0, 0, 0)",25780.852028710622
29,"(4, 0, 0, 0, 0, 0)",25831.970187355368
30,"(4, 0, 1, 0, 0, 0)",25832.446546086852
31,"(2, 0, 2, 0, 0, 0)",25835.33919586786
32,"(2, 0, 1, 0, 0, 0)",25836.83166578342
33,"(3, 0, 1, 0, 0, 0)",25838.06625887787
34,"(3, 0, 0, 0, 0, 0)",25839.211247884727
35,"(2, 0, 0, 0, 0, 0)",25843.708739361733
