,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",46.08124133541368
1,"(3, 0, 0, 1, 0, 1)",25928.515548796386
2,"(4, 0, 0, 1, 0, 1)",25930.909537790725
3,"(3, 0, 2, 1, 0, 1)",25932.40724594675
4,"(4, 0, 1, 1, 0, 1)",25935.27780635908
5,"(2, 0, 1, 1, 0, 1)",25936.200494585195
6,"(3, 0, 1, 1, 0, 1)",25943.723203378388
7,"(2, 0, 0, 1, 0, 1)",25945.580686967663
8,"(2, 0, 2, 1, 0, 1)",25949.29266079855
9,"(4, 0, 1, 1, 0, 0)",26533.152681982876
10,"(2, 0, 2, 1, 0, 0)",26541.85994286696
11,"(3, 0, 1, 1, 0, 0)",26544.120388466563
12,"(3, 0, 2, 1, 0, 0)",26557.99257556457
13,"(4, 0, 1, 0, 0, 1)",26575.93480735239
14,"(2, 0, 2, 0, 0, 1)",26586.617288353766
15,"(3, 0, 1, 0, 0, 1)",26589.850861242434
16,"(3, 0, 2, 0, 0, 1)",26600.486570672783
17,"(4, 0, 1, 0, 0, 0)",26716.162358717913
18,"(2, 0, 2, 0, 0, 0)",26727.58702592264
19,"(3, 0, 1, 0, 0, 0)",26730.58252569966
20,"(4, 0, 2, 0, 0, 0)",26733.367145015047
21,"(3, 0, 2, 0, 0, 0)",26741.036856415638
22,"(4, 0, 0, 1, 0, 0)",26919.171601642942
23,"(3, 0, 0, 1, 0, 0)",26951.26326489581
24,"(4, 0, 0, 0, 0, 1)",26972.5640756344
25,"(3, 0, 0, 0, 0, 1)",27004.05954331375
26,"(2, 0, 0, 1, 0, 0)",27067.66677696084
27,"(2, 0, 1, 1, 0, 0)",27075.44864811104
28,"(2, 0, 0, 0, 0, 1)",27125.434026897357
29,"(4, 0, 0, 0, 0, 0)",27128.491456332995
30,"(2, 0, 1, 0, 0, 1)",27136.70042552043
31,"(3, 0, 0, 0, 0, 0)",27154.98624426205
32,"(2, 0, 0, 0, 0, 0)",27282.75539143997
33,"(2, 0, 1, 0, 0, 0)",27294.31880979437
34,"(4, 0, 2, 1, 0, 0)",29683.258648546074
35,"(4, 0, 2, 0, 0, 1)",29741.724377340237
