,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",24981.809518039056
1,"(4, 0, 0, 1, 0, 1)",24983.11711586033
2,"(4, 0, 1, 1, 0, 1)",24983.150846881214
3,"(3, 0, 1, 1, 0, 1)",24986.00260826126
4,"(2, 0, 1, 1, 0, 1)",24986.112746594205
5,"(3, 0, 2, 1, 0, 1)",24988.482642798015
6,"(3, 0, 0, 1, 0, 1)",24988.61637554754
7,"(2, 0, 2, 1, 0, 1)",24989.37198491304
8,"(2, 0, 0, 1, 0, 1)",24993.052573162182
9,"(4, 0, 0, 1, 0, 0)",26110.391072087128
10,"(4, 0, 1, 1, 0, 0)",26111.67390833484
11,"(3, 0, 2, 1, 0, 0)",26112.553419073793
12,"(2, 0, 2, 1, 0, 0)",26112.91203430078
13,"(4, 0, 2, 1, 0, 0)",26113.38504369571
14,"(3, 0, 1, 1, 0, 0)",26117.14962526179
15,"(2, 0, 0, 1, 0, 0)",26119.102363254635
16,"(2, 0, 1, 1, 0, 0)",26119.69399505304
17,"(3, 0, 0, 1, 0, 0)",26120.15303155411
18,"(4, 0, 0, 0, 0, 1)",26281.6039585255
19,"(4, 0, 1, 0, 0, 1)",26281.898028975844
20,"(4, 0, 2, 0, 0, 1)",26282.665018086085
21,"(3, 0, 2, 0, 0, 1)",26284.32855760956
22,"(2, 0, 2, 0, 0, 1)",26285.533818450516
23,"(3, 0, 1, 0, 0, 1)",26289.361775612597
24,"(2, 0, 0, 0, 0, 1)",26298.314256728772
25,"(2, 0, 1, 0, 0, 1)",26300.218794527013
26,"(3, 0, 0, 0, 0, 1)",26300.25379287549
27,"(4, 0, 2, 0, 0, 0)",26632.531545121405
28,"(4, 0, 1, 0, 0, 0)",26633.55912299833
29,"(4, 0, 0, 0, 0, 0)",26634.03533740893
30,"(3, 0, 2, 0, 0, 0)",26638.247418037154
31,"(2, 0, 2, 0, 0, 0)",26639.96540828573
32,"(3, 0, 1, 0, 0, 0)",26659.115337590392
33,"(2, 0, 0, 0, 0, 0)",26662.34531268155
34,"(2, 0, 1, 0, 0, 0)",26664.32549988648
35,"(3, 0, 0, 0, 0, 0)",26664.33305914096
