,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",32516.12409663298
1,"(4, 0, 0, 1, 0, 1)",32522.884207945564
2,"(2, 0, 1, 1, 0, 1)",32523.517087161024
3,"(4, 0, 1, 1, 0, 1)",32524.524202774093
4,"(3, 0, 1, 1, 0, 1)",32524.876642854673
5,"(2, 0, 2, 1, 0, 1)",32525.377581667857
6,"(3, 0, 0, 1, 0, 1)",32526.562720284506
7,"(3, 0, 2, 1, 0, 1)",32527.228667587642
8,"(2, 0, 0, 1, 0, 1)",32535.14439357216
9,"(4, 0, 2, 1, 0, 0)",33799.92949607085
10,"(2, 0, 1, 1, 0, 0)",33800.430838997345
11,"(3, 0, 1, 1, 0, 0)",33801.91826178106
12,"(2, 0, 2, 1, 0, 0)",33802.35867988674
13,"(4, 0, 1, 1, 0, 0)",33803.40576233765
14,"(3, 0, 2, 1, 0, 0)",33803.99719111504
15,"(3, 0, 0, 1, 0, 0)",33804.52672950646
16,"(4, 0, 0, 1, 0, 0)",33806.30605229126
17,"(2, 0, 0, 1, 0, 0)",33837.24506061569
18,"(4, 0, 2, 0, 0, 1)",34028.03842222641
19,"(2, 0, 1, 0, 0, 1)",34030.70394126822
20,"(3, 0, 1, 0, 0, 1)",34032.3220931759
21,"(2, 0, 2, 0, 0, 1)",34032.672710812905
22,"(4, 0, 1, 0, 0, 1)",34033.12439850386
23,"(3, 0, 2, 0, 0, 1)",34034.427971990604
24,"(3, 0, 0, 0, 0, 1)",34034.8881302614
25,"(4, 0, 0, 0, 0, 1)",34036.88492458826
26,"(2, 0, 0, 0, 0, 1)",34082.08642644909
27,"(4, 0, 2, 0, 0, 0)",34441.88748635201
28,"(2, 0, 1, 0, 0, 0)",34456.73615537637
29,"(3, 0, 1, 0, 0, 0)",34458.5714891061
30,"(4, 0, 1, 0, 0, 0)",34458.598515759986
31,"(2, 0, 2, 0, 0, 0)",34458.70273569131
32,"(3, 0, 2, 0, 0, 0)",34460.73470942759
33,"(3, 0, 0, 0, 0, 0)",34461.23650758758
34,"(4, 0, 0, 0, 0, 0)",34463.012758837474
35,"(2, 0, 0, 0, 0, 0)",34531.24884152579
