,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",28205.52600292062
1,"(3, 0, 2, 1, 0, 1)",28207.46499781181
2,"(3, 0, 1, 1, 0, 1)",28216.108011307635
3,"(4, 0, 2, 1, 0, 1)",28217.02858167597
4,"(4, 0, 1, 1, 0, 1)",28226.34281337058
5,"(3, 0, 0, 1, 0, 1)",28226.363718010205
6,"(4, 0, 0, 1, 0, 1)",28227.45259066269
7,"(2, 0, 1, 1, 0, 1)",28236.094515472083
8,"(2, 0, 0, 1, 0, 1)",28252.05579477628
9,"(2, 0, 2, 1, 0, 0)",28504.714045834276
10,"(3, 0, 2, 1, 0, 0)",28507.548873561045
11,"(4, 0, 1, 1, 0, 0)",28508.442968477157
12,"(4, 0, 2, 1, 0, 0)",28511.859326316826
13,"(3, 0, 1, 1, 0, 0)",28513.391955834388
14,"(2, 0, 2, 0, 0, 1)",28518.14052421863
15,"(4, 0, 1, 0, 0, 1)",28521.89587246648
16,"(4, 0, 2, 0, 0, 1)",28525.69578975049
17,"(3, 0, 1, 0, 0, 1)",28525.94324382771
18,"(3, 0, 2, 0, 0, 1)",28526.534003267992
19,"(2, 0, 2, 0, 0, 0)",28602.701687194527
20,"(3, 0, 2, 0, 0, 0)",28604.343625821
21,"(4, 0, 1, 0, 0, 0)",28605.33036198275
22,"(3, 0, 1, 0, 0, 0)",28609.259388851464
23,"(4, 0, 2, 0, 0, 0)",28617.29376235317
24,"(4, 0, 0, 1, 0, 0)",28872.16380533685
25,"(3, 0, 0, 1, 0, 0)",28888.375252822727
26,"(4, 0, 0, 0, 0, 1)",28896.687284800806
27,"(3, 0, 0, 0, 0, 1)",28912.978361801823
28,"(2, 0, 1, 1, 0, 0)",28947.962926851058
29,"(2, 0, 0, 1, 0, 0)",28971.454238121336
30,"(2, 0, 1, 0, 0, 1)",28972.6245852977
31,"(2, 0, 0, 0, 0, 1)",28995.829904052585
32,"(4, 0, 0, 0, 0, 0)",29004.952356452042
33,"(3, 0, 0, 0, 0, 0)",29020.257932337594
34,"(2, 0, 1, 0, 0, 0)",29080.253020623222
35,"(2, 0, 0, 0, 0, 0)",29103.645538468118
