,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",23120.60946426876
1,"(3, 0, 2, 1, 0, 1)",23121.304175886864
2,"(3, 0, 0, 1, 0, 1)",23122.742398453534
3,"(2, 0, 1, 1, 0, 1)",23124.505124695774
4,"(4, 0, 0, 1, 0, 1)",23124.62771835929
5,"(3, 0, 1, 1, 0, 1)",23124.639023289386
6,"(4, 0, 1, 1, 0, 1)",23126.658106934567
7,"(4, 0, 2, 1, 0, 1)",23127.750166667327
8,"(2, 0, 0, 1, 0, 1)",23151.137852441265
9,"(3, 0, 2, 1, 0, 0)",23960.314589929996
10,"(4, 0, 2, 1, 0, 0)",24147.1163883336
11,"(2, 0, 1, 1, 0, 0)",24151.739155360894
12,"(2, 0, 2, 1, 0, 0)",24151.895413489125
13,"(4, 0, 0, 1, 0, 0)",24151.90223139023
14,"(3, 0, 1, 1, 0, 0)",24152.364769605745
15,"(3, 0, 0, 1, 0, 0)",24153.26056189475
16,"(4, 0, 1, 1, 0, 0)",24154.20677018408
17,"(2, 0, 0, 1, 0, 0)",24159.071665012092
18,"(2, 0, 2, 0, 0, 1)",24277.331707937017
19,"(4, 0, 0, 0, 0, 1)",24277.602781637164
20,"(3, 0, 1, 0, 0, 1)",24278.84833979147
21,"(3, 0, 2, 0, 0, 1)",24278.914505561803
22,"(2, 0, 1, 0, 0, 1)",24280.152403548524
23,"(4, 0, 1, 0, 0, 1)",24280.353042006085
24,"(3, 0, 0, 0, 0, 1)",24281.089225476073
25,"(4, 0, 2, 0, 0, 1)",24282.736449508717
26,"(2, 0, 0, 0, 0, 1)",24282.75504744633
27,"(2, 0, 2, 0, 0, 0)",24557.52680946871
28,"(4, 0, 0, 0, 0, 0)",24558.24454746995
29,"(3, 0, 2, 0, 0, 0)",24559.05650717463
30,"(3, 0, 1, 0, 0, 0)",24559.148258348832
31,"(4, 0, 1, 0, 0, 0)",24560.35833247402
32,"(4, 0, 2, 0, 0, 0)",24562.737508111484
33,"(2, 0, 1, 0, 0, 0)",24563.530995082678
34,"(3, 0, 0, 0, 0, 0)",24564.18182020173
35,"(2, 0, 0, 0, 0, 0)",24564.577868146538
