,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",23730.781520086995
1,"(3, 0, 2, 1, 0, 1)",23739.323735534515
2,"(2, 0, 1, 1, 0, 1)",23745.092938861653
3,"(3, 0, 0, 1, 0, 1)",23746.537686937852
4,"(4, 0, 0, 1, 0, 1)",23747.790079180286
5,"(4, 0, 1, 1, 0, 1)",23750.519003073034
6,"(3, 0, 1, 1, 0, 1)",23753.547571856987
7,"(4, 0, 2, 1, 0, 1)",23754.765970384284
8,"(2, 0, 0, 1, 0, 1)",23762.135357471645
9,"(2, 0, 2, 1, 0, 0)",23917.255493137323
10,"(3, 0, 1, 0, 0, 1)",23924.51369741015
11,"(3, 0, 1, 1, 0, 0)",23924.792655752917
12,"(2, 0, 2, 0, 0, 1)",23927.10740384704
13,"(4, 0, 2, 0, 0, 1)",23929.887132041196
14,"(4, 0, 2, 1, 0, 0)",23932.750744372595
15,"(3, 0, 1, 0, 0, 0)",23954.63089330869
16,"(4, 0, 2, 0, 0, 0)",23958.36504670097
17,"(2, 0, 2, 0, 0, 0)",23967.243836426554
18,"(3, 0, 0, 1, 0, 0)",24135.651576283453
19,"(4, 0, 0, 1, 0, 0)",24136.85216955511
20,"(4, 0, 1, 1, 0, 0)",24139.650166761545
21,"(2, 0, 1, 1, 0, 0)",24140.764291493684
22,"(3, 0, 0, 0, 0, 1)",24141.46795109934
23,"(4, 0, 0, 0, 0, 1)",24142.644400947866
24,"(3, 0, 2, 1, 0, 0)",24143.931559468045
25,"(4, 0, 1, 0, 0, 1)",24145.465207533274
26,"(2, 0, 1, 0, 0, 1)",24146.382438099987
27,"(3, 0, 2, 0, 0, 1)",24149.630508045153
28,"(2, 0, 0, 1, 0, 0)",24166.234799643462
29,"(2, 0, 0, 0, 0, 1)",24171.374414504397
30,"(3, 0, 0, 0, 0, 0)",24176.0143017824
31,"(4, 0, 0, 0, 0, 0)",24177.068570913605
32,"(2, 0, 1, 0, 0, 0)",24179.98106505151
33,"(4, 0, 1, 0, 0, 0)",24180.00486802123
34,"(3, 0, 2, 0, 0, 0)",24183.659955989926
35,"(2, 0, 0, 0, 0, 0)",24202.24075391385
