,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",31858.252120801248
1,"(2, 0, 2, 1, 0, 1)",31862.804423189806
2,"(4, 0, 0, 1, 0, 1)",31874.498873475695
3,"(3, 0, 0, 1, 0, 1)",31875.001732309396
4,"(2, 0, 1, 1, 0, 1)",31875.15054270957
5,"(4, 0, 2, 1, 0, 1)",31877.873847222258
6,"(4, 0, 1, 1, 0, 1)",31879.813107907055
7,"(3, 0, 1, 1, 0, 1)",31883.25164985485
8,"(2, 0, 0, 1, 0, 1)",31896.523076811096
9,"(2, 0, 2, 1, 0, 0)",32296.0807844529
10,"(4, 0, 2, 1, 0, 0)",32304.468881045053
11,"(2, 0, 2, 0, 0, 1)",32324.54940960802
12,"(4, 0, 2, 0, 0, 1)",32338.291240624098
13,"(3, 0, 2, 0, 0, 1)",32340.391562418783
14,"(3, 0, 2, 1, 0, 0)",32349.948374973585
15,"(3, 0, 2, 0, 0, 0)",32513.18216859585
16,"(3, 0, 0, 1, 0, 0)",32609.06318670679
17,"(3, 0, 1, 1, 0, 0)",32610.46611921321
18,"(4, 0, 0, 1, 0, 0)",32610.77725535532
19,"(4, 0, 1, 1, 0, 0)",32613.055354388445
20,"(3, 0, 0, 0, 0, 1)",32648.127386697925
21,"(3, 0, 1, 0, 0, 1)",32650.076078261205
22,"(4, 0, 0, 0, 0, 1)",32650.096357641334
23,"(4, 0, 1, 0, 0, 1)",32652.077970247523
24,"(2, 0, 1, 1, 0, 0)",32657.28702828989
25,"(2, 0, 0, 1, 0, 0)",32692.4012557018
26,"(2, 0, 1, 0, 0, 1)",32695.17372584142
27,"(2, 0, 0, 0, 0, 1)",32733.177048480466
28,"(2, 0, 2, 0, 0, 0)",32851.8576282375
29,"(3, 0, 0, 0, 0, 0)",32851.90113252112
30,"(3, 0, 1, 0, 0, 0)",32853.11210601411
31,"(4, 0, 0, 0, 0, 0)",32853.24807804962
32,"(4, 0, 1, 0, 0, 0)",32854.92300037815
33,"(4, 0, 2, 0, 0, 0)",32857.015584623565
34,"(2, 0, 1, 0, 0, 0)",32891.13306549332
35,"(2, 0, 0, 0, 0, 0)",32935.86551632088
