,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",27627.519125301606
1,"(2, 0, 2, 1, 0, 1)",27636.424181579292
2,"(2, 0, 1, 1, 0, 1)",27640.35826995535
3,"(3, 0, 0, 1, 0, 1)",27642.069620573107
4,"(3, 0, 1, 1, 0, 1)",27642.230339983766
5,"(4, 0, 0, 1, 0, 1)",27643.29711337109
6,"(3, 0, 2, 1, 0, 1)",27644.326646001242
7,"(4, 0, 1, 1, 0, 1)",27645.71661261264
8,"(2, 0, 0, 1, 0, 1)",27649.733860121796
9,"(3, 0, 1, 1, 0, 0)",28065.801199470487
10,"(4, 0, 2, 1, 0, 0)",28066.624754466804
11,"(2, 0, 2, 1, 0, 0)",28068.2282261671
12,"(4, 0, 1, 1, 0, 0)",28069.5031108607
13,"(4, 0, 2, 0, 0, 1)",28122.777060863293
14,"(4, 0, 1, 0, 0, 1)",28123.193154370856
15,"(3, 0, 1, 0, 0, 1)",28123.49770518737
16,"(2, 0, 2, 0, 0, 1)",28130.747126113358
17,"(3, 0, 2, 0, 0, 1)",28157.531809539047
18,"(3, 0, 2, 1, 0, 0)",28212.422703286593
19,"(4, 0, 2, 0, 0, 0)",28300.35664725417
20,"(4, 0, 1, 0, 0, 0)",28302.666417380315
21,"(3, 0, 1, 0, 0, 0)",28302.8298992434
22,"(2, 0, 2, 0, 0, 0)",28307.662518424422
23,"(3, 0, 2, 0, 0, 0)",28445.737321504832
24,"(4, 0, 0, 1, 0, 0)",28513.03589713298
25,"(3, 0, 0, 1, 0, 0)",28531.10852766576
26,"(2, 0, 1, 1, 0, 0)",28575.53272946486
27,"(4, 0, 0, 0, 0, 1)",28599.28551943932
28,"(2, 0, 0, 1, 0, 0)",28614.911483106865
29,"(3, 0, 0, 0, 0, 1)",28622.4834990157
30,"(2, 0, 1, 0, 0, 1)",28673.184578816163
31,"(2, 0, 0, 0, 0, 1)",28715.451830880156
32,"(4, 0, 0, 0, 0, 0)",28818.515524749535
33,"(3, 0, 0, 0, 0, 0)",28848.210309374856
34,"(2, 0, 1, 0, 0, 0)",28905.238588738062
35,"(2, 0, 0, 0, 0, 0)",28952.72786606752
