,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",34998.305324617024
1,"(3, 0, 0, 1, 0, 1)",34998.761470649624
2,"(2, 0, 2, 1, 0, 1)",34999.28466203612
3,"(4, 0, 0, 1, 0, 1)",35000.10272884147
4,"(3, 0, 1, 1, 0, 1)",35000.190149408
5,"(4, 0, 1, 1, 0, 1)",35001.805074136966
6,"(4, 0, 2, 1, 0, 1)",35002.0291375782
7,"(3, 0, 2, 1, 0, 1)",35002.40960519882
8,"(2, 0, 0, 1, 0, 1)",35014.977545874804
9,"(3, 0, 1, 1, 0, 0)",36015.857031596664
10,"(4, 0, 2, 1, 0, 0)",36020.56341121844
11,"(4, 0, 1, 1, 0, 0)",36035.92482959323
12,"(3, 0, 2, 1, 0, 0)",36049.831813461045
13,"(2, 0, 2, 1, 0, 0)",36058.13339277723
14,"(3, 0, 1, 0, 0, 1)",36162.67758218545
15,"(4, 0, 2, 0, 0, 1)",36164.94279823186
16,"(4, 0, 1, 0, 0, 1)",36165.14165105703
17,"(3, 0, 2, 0, 0, 1)",36187.60595238393
18,"(2, 0, 2, 0, 0, 1)",36246.17481743067
19,"(4, 0, 0, 1, 0, 0)",36301.395799608545
20,"(3, 0, 0, 1, 0, 0)",36308.001652745625
21,"(2, 0, 1, 1, 0, 0)",36317.89537657519
22,"(2, 0, 0, 1, 0, 0)",36354.14936841745
23,"(4, 0, 2, 0, 0, 0)",36511.377646716
24,"(4, 0, 1, 0, 0, 0)",36512.06440367078
25,"(3, 0, 1, 0, 0, 0)",36513.106356857315
26,"(4, 0, 0, 0, 0, 1)",36528.85474782692
27,"(3, 0, 0, 0, 0, 1)",36548.75572680894
28,"(3, 0, 2, 0, 0, 0)",36549.505707023745
29,"(2, 0, 1, 0, 0, 1)",36566.31136609709
30,"(2, 0, 0, 0, 0, 1)",36615.96724467497
31,"(2, 0, 2, 0, 0, 0)",36687.56173521366
32,"(4, 0, 0, 0, 0, 0)",36953.61213384114
33,"(3, 0, 0, 0, 0, 0)",36995.70060832373
34,"(2, 0, 1, 0, 0, 0)",37023.49667889103
35,"(2, 0, 0, 0, 0, 0)",37089.46686564845
