,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",24438.43951102373
1,"(2, 0, 1, 1, 0, 1)",24459.21385728988
2,"(4, 0, 0, 1, 0, 1)",24461.8595341513
3,"(4, 0, 2, 1, 0, 1)",24462.158286366677
4,"(3, 0, 2, 1, 0, 1)",24463.602900097318
5,"(3, 0, 0, 1, 0, 1)",24463.826944723733
6,"(4, 0, 1, 1, 0, 1)",24468.924841556847
7,"(2, 0, 0, 1, 0, 1)",24475.119631205154
8,"(3, 0, 1, 1, 0, 1)",24475.712520522975
9,"(2, 0, 2, 1, 0, 0)",24766.953727426
10,"(3, 0, 1, 1, 0, 0)",24777.739207359962
11,"(4, 0, 2, 1, 0, 0)",24780.45989083963
12,"(4, 0, 2, 0, 0, 1)",24780.59341474152
13,"(2, 0, 2, 0, 0, 1)",24781.33507755668
14,"(3, 0, 1, 0, 0, 1)",24795.7462702677
15,"(3, 0, 2, 0, 0, 1)",24829.26592596231
16,"(2, 0, 2, 0, 0, 0)",24876.12430741399
17,"(3, 0, 1, 0, 0, 0)",24881.44734631246
18,"(4, 0, 2, 0, 0, 0)",24889.130613491307
19,"(3, 0, 2, 0, 0, 0)",25003.97001566129
20,"(3, 0, 2, 1, 0, 0)",25033.703954052435
21,"(4, 0, 1, 1, 0, 0)",25120.043037681895
22,"(3, 0, 0, 1, 0, 0)",25122.11259745342
23,"(4, 0, 0, 1, 0, 0)",25123.369292718675
24,"(4, 0, 1, 0, 0, 1)",25128.08180492271
25,"(2, 0, 1, 1, 0, 0)",25131.955654281344
26,"(3, 0, 0, 0, 0, 1)",25142.692306884735
27,"(4, 0, 0, 0, 0, 1)",25144.093845344487
28,"(2, 0, 1, 0, 0, 1)",25151.693900056867
29,"(2, 0, 0, 1, 0, 0)",25182.615466902174
30,"(2, 0, 0, 0, 0, 1)",25203.296548228278
31,"(4, 0, 1, 0, 0, 0)",25246.139062058523
32,"(3, 0, 0, 0, 0, 0)",25249.163387662364
33,"(4, 0, 0, 0, 0, 0)",25250.878799205526
34,"(2, 0, 1, 0, 0, 0)",25256.0960206307
35,"(2, 0, 0, 0, 0, 0)",25309.73243293989
