,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",19273.18625076168
1,"(3, 0, 2, 1, 0, 1)",19277.05424799577
2,"(4, 0, 2, 1, 0, 1)",19277.839334354394
3,"(2, 0, 1, 1, 0, 1)",19286.16009779184
4,"(4, 0, 1, 1, 0, 1)",19286.73105562024
5,"(3, 0, 0, 1, 0, 1)",19287.399235735233
6,"(3, 0, 1, 1, 0, 1)",19287.79769726875
7,"(4, 0, 0, 1, 0, 1)",19289.312989252914
8,"(2, 0, 0, 1, 0, 1)",19308.236424607872
9,"(4, 0, 1, 1, 0, 0)",19561.97913853792
10,"(4, 0, 1, 0, 0, 1)",19563.35972166874
11,"(3, 0, 1, 1, 0, 0)",19569.81092517319
12,"(3, 0, 1, 0, 0, 1)",19580.67859324828
13,"(4, 0, 2, 0, 0, 1)",19585.091909673174
14,"(2, 0, 2, 0, 0, 0)",19621.840259077453
15,"(4, 0, 1, 0, 0, 0)",19622.84063316251
16,"(3, 0, 1, 0, 0, 0)",19647.1774443859
17,"(4, 0, 2, 0, 0, 0)",19650.955993858413
18,"(4, 0, 0, 1, 0, 0)",19695.95145537919
19,"(3, 0, 0, 1, 0, 0)",19698.866191085228
20,"(4, 0, 0, 0, 0, 1)",19708.266628990634
21,"(2, 0, 1, 1, 0, 0)",19709.70058653187
22,"(3, 0, 0, 0, 0, 1)",19711.721225150308
23,"(3, 0, 2, 1, 0, 0)",19713.672471165606
24,"(2, 0, 2, 1, 0, 0)",19714.064931010696
25,"(2, 0, 1, 0, 0, 1)",19723.866847418296
26,"(3, 0, 2, 0, 0, 1)",19727.809251522067
27,"(2, 0, 2, 0, 0, 1)",19728.685876234198
28,"(2, 0, 0, 1, 0, 0)",19749.988133920306
29,"(4, 0, 0, 0, 0, 0)",19764.851332699818
30,"(2, 0, 0, 0, 0, 1)",19766.196699758642
31,"(3, 0, 0, 0, 0, 0)",19770.117464752762
32,"(2, 0, 1, 0, 0, 0)",19787.39439053758
33,"(3, 0, 2, 0, 0, 0)",19791.38896846959
34,"(2, 0, 0, 0, 0, 0)",19838.71489409761
