,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",22310.811908224627
1,"(3, 0, 1, 1, 0, 1)",22319.649985210453
2,"(4, 0, 2, 1, 0, 1)",22320.08122044881
3,"(4, 0, 1, 1, 0, 1)",22321.300887140565
4,"(3, 0, 2, 1, 0, 1)",22325.21947173573
5,"(3, 0, 0, 1, 0, 1)",22344.657895285047
6,"(4, 0, 0, 1, 0, 1)",22346.133307537733
7,"(2, 0, 1, 1, 0, 1)",22346.929732750355
8,"(2, 0, 0, 1, 0, 1)",22366.889979062686
9,"(4, 0, 1, 1, 0, 0)",22676.984223527204
10,"(3, 0, 1, 1, 0, 0)",22679.519578275635
11,"(4, 0, 2, 1, 0, 0)",22684.475887181587
12,"(2, 0, 2, 1, 0, 0)",22695.81859827671
13,"(4, 0, 1, 0, 0, 1)",22707.849905312585
14,"(3, 0, 1, 0, 0, 1)",22708.935201153825
15,"(4, 0, 2, 0, 0, 1)",22709.995068570515
16,"(2, 0, 2, 0, 0, 1)",22725.646103296538
17,"(3, 0, 2, 0, 0, 1)",22756.30014432219
18,"(3, 0, 2, 1, 0, 0)",22821.42168195701
19,"(3, 0, 1, 0, 0, 0)",22860.039373310865
20,"(4, 0, 1, 0, 0, 0)",22860.76226757909
21,"(4, 0, 2, 0, 0, 0)",22866.442512802398
22,"(3, 0, 2, 0, 0, 0)",22964.276884822862
23,"(4, 0, 0, 1, 0, 0)",23046.471129352674
24,"(3, 0, 0, 1, 0, 0)",23055.861299524917
25,"(2, 0, 1, 1, 0, 0)",23081.078820563922
26,"(4, 0, 0, 0, 0, 1)",23095.691595353637
27,"(3, 0, 0, 0, 0, 1)",23104.62910644622
28,"(2, 0, 0, 1, 0, 0)",23128.228359380995
29,"(2, 0, 1, 0, 0, 1)",23128.470423801664
30,"(2, 0, 0, 0, 0, 1)",23176.31524214952
31,"(4, 0, 0, 0, 0, 0)",23283.136662338
32,"(3, 0, 0, 0, 0, 0)",23289.16508374421
33,"(2, 0, 1, 0, 0, 0)",23309.436694640684
34,"(2, 0, 2, 0, 0, 0)",23318.990180170844
35,"(2, 0, 0, 0, 0, 0)",23360.897362704975
