,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",31615.672998127866
1,"(2, 0, 2, 1, 0, 1)",31625.637982766
2,"(3, 0, 1, 1, 0, 1)",31631.313662989953
3,"(2, 0, 0, 1, 0, 1)",31633.561105506174
4,"(3, 0, 0, 1, 0, 1)",31633.981336086308
5,"(2, 0, 1, 1, 0, 1)",31634.43714700523
6,"(3, 0, 2, 1, 0, 1)",31635.174173748168
7,"(4, 0, 0, 1, 0, 1)",31635.530830260184
8,"(4, 0, 1, 1, 0, 1)",31637.3822449262
9,"(2, 0, 2, 1, 0, 0)",32418.15740959497
10,"(3, 0, 1, 1, 0, 0)",32418.9926605238
11,"(4, 0, 1, 1, 0, 0)",32424.362477835042
12,"(4, 0, 2, 1, 0, 0)",32424.885344861228
13,"(3, 0, 2, 1, 0, 0)",32469.61947141522
14,"(3, 0, 1, 0, 0, 1)",32537.987950257695
15,"(2, 0, 2, 0, 0, 1)",32538.93350106378
16,"(4, 0, 1, 0, 0, 1)",32540.26199115903
17,"(4, 0, 2, 0, 0, 1)",32544.447188853042
18,"(3, 0, 2, 0, 0, 1)",32613.96279051567
19,"(4, 0, 0, 1, 0, 0)",32856.56264556963
20,"(3, 0, 0, 1, 0, 0)",32884.31780035203
21,"(3, 0, 1, 0, 0, 0)",32892.83569242206
22,"(4, 0, 1, 0, 0, 0)",32894.85956247756
23,"(3, 0, 2, 0, 0, 0)",32895.20391880125
24,"(2, 0, 2, 0, 0, 0)",32897.74918044778
25,"(4, 0, 2, 0, 0, 0)",32902.08292431986
26,"(2, 0, 1, 1, 0, 0)",32934.75648649964
27,"(2, 0, 0, 1, 0, 0)",32937.06206451562
28,"(4, 0, 0, 0, 0, 1)",33011.84629967179
29,"(3, 0, 0, 0, 0, 1)",33044.35706641714
30,"(2, 0, 1, 0, 0, 1)",33099.21349628953
31,"(2, 0, 0, 0, 0, 1)",33107.03343967745
32,"(4, 0, 0, 0, 0, 0)",33396.642749959654
33,"(3, 0, 0, 0, 0, 0)",33430.60964436666
34,"(2, 0, 1, 0, 0, 0)",33482.23833819569
35,"(2, 0, 0, 0, 0, 0)",33497.56903767875
