,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",31635.99055583287
1,"(4, 0, 2, 1, 0, 1)",31637.672879278583
2,"(2, 0, 2, 1, 0, 1)",31640.315562611446
3,"(4, 0, 1, 1, 0, 1)",31658.17816890706
4,"(3, 0, 0, 1, 0, 1)",31658.185760875655
5,"(3, 0, 1, 1, 0, 1)",31660.16776147099
6,"(4, 0, 0, 1, 0, 1)",31660.17487754647
7,"(2, 0, 1, 1, 0, 1)",31662.24865130058
8,"(2, 0, 0, 1, 0, 1)",31680.654133440556
9,"(3, 0, 2, 1, 0, 0)",32487.654560740528
10,"(4, 0, 1, 1, 0, 0)",32505.429469196984
11,"(2, 0, 2, 1, 0, 0)",32505.904955896374
12,"(3, 0, 1, 1, 0, 0)",32516.923130803047
13,"(4, 0, 2, 1, 0, 0)",32520.029923847847
14,"(4, 0, 1, 0, 0, 1)",32671.32533390379
15,"(2, 0, 2, 0, 0, 1)",32678.410217465116
16,"(3, 0, 1, 0, 0, 1)",32689.276930477747
17,"(4, 0, 2, 0, 0, 1)",32692.801173658558
18,"(3, 0, 2, 0, 0, 1)",32741.54149315868
19,"(4, 0, 0, 1, 0, 0)",32841.50622613614
20,"(3, 0, 0, 1, 0, 0)",32848.910347228964
21,"(2, 0, 1, 1, 0, 0)",32883.177616509165
22,"(2, 0, 0, 1, 0, 0)",32952.5143961392
23,"(4, 0, 0, 0, 0, 1)",33048.87532089823
24,"(3, 0, 0, 0, 0, 1)",33057.067393893754
25,"(2, 0, 1, 0, 0, 1)",33113.51035228485
26,"(4, 0, 1, 0, 0, 0)",33170.51786161408
27,"(2, 0, 0, 0, 0, 1)",33178.130877758944
28,"(2, 0, 2, 0, 0, 0)",33181.66323108369
29,"(3, 0, 1, 0, 0, 0)",33190.569478285695
30,"(4, 0, 2, 0, 0, 0)",33194.57741939706
31,"(3, 0, 2, 0, 0, 0)",33232.59846055244
32,"(4, 0, 0, 0, 0, 0)",33556.71833052704
33,"(3, 0, 0, 0, 0, 0)",33562.31797484464
34,"(2, 0, 1, 0, 0, 0)",33626.9521844254
35,"(2, 0, 0, 0, 0, 0)",33689.397614271635
