,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",25381.950442818525
1,"(3, 0, 0, 1, 0, 1)",25382.85362895341
2,"(4, 0, 0, 1, 0, 1)",25384.99997954276
3,"(2, 0, 2, 1, 0, 1)",25385.21254899697
4,"(4, 0, 1, 1, 0, 1)",25387.557323392524
5,"(2, 0, 1, 1, 0, 1)",25388.307600289583
6,"(3, 0, 1, 1, 0, 1)",25401.398029866166
7,"(4, 0, 2, 1, 0, 1)",25409.031440179187
8,"(2, 0, 0, 1, 0, 1)",25421.306188725746
9,"(2, 0, 2, 1, 0, 0)",26246.658464724205
10,"(3, 0, 2, 1, 0, 0)",26262.15163482766
11,"(4, 0, 2, 1, 0, 0)",26272.76090191525
12,"(4, 0, 1, 1, 0, 0)",26283.545962172695
13,"(3, 0, 1, 1, 0, 0)",26286.211002166645
14,"(2, 0, 2, 0, 0, 1)",26382.5952242016
15,"(4, 0, 2, 0, 0, 1)",26396.783181321443
16,"(3, 0, 2, 0, 0, 1)",26397.194768225887
17,"(4, 0, 1, 0, 0, 1)",26399.550324094296
18,"(4, 0, 0, 1, 0, 0)",26624.4294915426
19,"(3, 0, 0, 1, 0, 0)",26625.880643902095
20,"(2, 0, 1, 1, 0, 0)",26668.702955977085
21,"(2, 0, 2, 0, 0, 0)",26700.283567304345
22,"(3, 0, 2, 0, 0, 0)",26701.5514761804
23,"(2, 0, 0, 1, 0, 0)",26720.67087371739
24,"(3, 0, 1, 0, 0, 1)",26773.708030340164
25,"(3, 0, 0, 0, 0, 1)",26773.907460118917
26,"(4, 0, 0, 0, 0, 1)",26774.659156317364
27,"(2, 0, 1, 0, 0, 1)",26809.879061863387
28,"(2, 0, 0, 0, 0, 1)",26867.605140176518
29,"(4, 0, 2, 0, 0, 0)",27024.36704255073
30,"(3, 0, 0, 0, 0, 0)",27100.554768376503
31,"(3, 0, 1, 0, 0, 0)",27102.523877917778
32,"(4, 0, 0, 0, 0, 0)",27102.53311200896
33,"(4, 0, 1, 0, 0, 0)",27104.213405724462
34,"(2, 0, 1, 0, 0, 0)",27123.445057324436
35,"(2, 0, 0, 0, 0, 0)",27188.987530805065
