,parameters,aic
0,"(3, 0, 1, 1, 0, 1)",27382.911566043927
1,"(2, 0, 2, 1, 0, 1)",27384.196214845764
2,"(3, 0, 2, 1, 0, 1)",27384.75934317745
3,"(4, 0, 1, 1, 0, 1)",27384.855775840835
4,"(4, 0, 0, 1, 0, 1)",27388.59544229223
5,"(4, 0, 2, 1, 0, 1)",27388.769414718692
6,"(3, 0, 0, 1, 0, 1)",27390.44934455586
7,"(2, 0, 1, 1, 0, 1)",27398.08549456568
8,"(2, 0, 0, 1, 0, 1)",27413.48660647793
9,"(4, 0, 1, 1, 0, 0)",27726.96412740751
10,"(2, 0, 2, 1, 0, 0)",27731.345660412146
11,"(3, 0, 1, 1, 0, 0)",27731.48431383525
12,"(2, 0, 2, 0, 0, 1)",27732.982015914113
13,"(4, 0, 1, 0, 0, 1)",27733.850199433866
14,"(4, 0, 2, 1, 0, 0)",27737.777165161388
15,"(3, 0, 1, 0, 0, 1)",27741.72383271713
16,"(4, 0, 2, 0, 0, 1)",27745.271052927612
17,"(3, 0, 2, 0, 0, 1)",27767.651471917554
18,"(2, 0, 2, 0, 0, 0)",27784.968176711864
19,"(4, 0, 1, 0, 0, 0)",27785.45509417912
20,"(3, 0, 1, 0, 0, 0)",27791.516666481184
21,"(4, 0, 2, 0, 0, 0)",27795.517119226824
22,"(3, 0, 2, 0, 0, 0)",27814.85732753212
23,"(3, 0, 2, 1, 0, 0)",27945.9113076721
24,"(4, 0, 0, 1, 0, 0)",28039.65615175054
25,"(4, 0, 0, 0, 0, 1)",28055.628435410443
26,"(3, 0, 0, 1, 0, 0)",28068.8739063544
27,"(3, 0, 0, 0, 0, 1)",28084.667019130076
28,"(2, 0, 1, 1, 0, 0)",28111.758878652374
29,"(4, 0, 0, 0, 0, 0)",28124.626764000783
30,"(2, 0, 1, 0, 0, 1)",28127.11284083313
31,"(2, 0, 0, 1, 0, 0)",28145.04887483198
32,"(3, 0, 0, 0, 0, 0)",28151.853144970675
33,"(2, 0, 0, 0, 0, 1)",28160.905285456596
34,"(2, 0, 1, 0, 0, 0)",28192.591960741705
35,"(2, 0, 0, 0, 0, 0)",28228.295642784415
