,parameters,aic
0,"(4, 0, 2, 0, 0, 0)",80.51217207606706
1,"(4, 0, 2, 1, 0, 1)",31969.964508704157
2,"(2, 0, 1, 1, 0, 1)",31975.56088612309
3,"(4, 0, 1, 1, 0, 1)",31975.588720477248
4,"(3, 0, 0, 1, 0, 1)",31975.731316389752
5,"(4, 0, 0, 1, 0, 1)",31976.897942771706
6,"(3, 0, 1, 1, 0, 1)",31977.44150758401
7,"(2, 0, 2, 1, 0, 1)",31977.516483749736
8,"(3, 0, 2, 1, 0, 1)",31979.04296114272
9,"(2, 0, 0, 1, 0, 1)",31980.29900063729
10,"(3, 0, 1, 1, 0, 0)",32729.513876374473
11,"(4, 0, 1, 1, 0, 0)",32747.165847066066
12,"(4, 0, 2, 1, 0, 0)",32759.699410952526
13,"(3, 0, 1, 0, 0, 1)",32875.152144816246
14,"(4, 0, 2, 0, 0, 1)",32877.94504152181
15,"(4, 0, 1, 0, 0, 1)",32885.29868876913
16,"(3, 0, 2, 1, 0, 0)",32937.13832996508
17,"(3, 0, 0, 1, 0, 0)",33017.978469470545
18,"(4, 0, 0, 1, 0, 0)",33018.29195060411
19,"(2, 0, 1, 1, 0, 0)",33019.97991968991
20,"(2, 0, 2, 1, 0, 0)",33022.09300169187
21,"(2, 0, 0, 1, 0, 0)",33028.94908628871
22,"(4, 0, 0, 0, 0, 1)",33244.0686450311
23,"(3, 0, 0, 0, 0, 1)",33245.69319992723
24,"(2, 0, 1, 0, 0, 1)",33247.812351854656
25,"(2, 0, 2, 0, 0, 1)",33249.83484409666
26,"(3, 0, 2, 0, 0, 1)",33251.752392438524
27,"(2, 0, 0, 0, 0, 1)",33256.79391717078
28,"(4, 0, 0, 0, 0, 0)",33757.96250094509
29,"(3, 0, 0, 0, 0, 0)",33760.00983480259
30,"(4, 0, 1, 0, 0, 0)",33760.01247268642
31,"(3, 0, 2, 0, 0, 0)",33761.41304710185
32,"(2, 0, 1, 0, 0, 0)",33761.569341360104
33,"(3, 0, 1, 0, 0, 0)",33761.80962990092
34,"(2, 0, 2, 0, 0, 0)",33763.53896752708
35,"(2, 0, 0, 0, 0, 0)",33770.96804034435
