,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",27891.109706416733
1,"(4, 0, 0, 1, 0, 1)",27896.214429845866
2,"(2, 0, 1, 1, 0, 1)",27897.43945781688
3,"(3, 0, 1, 1, 0, 1)",27898.268516949433
4,"(2, 0, 2, 1, 0, 1)",27898.361448577878
5,"(3, 0, 0, 1, 0, 1)",27899.263615601438
6,"(3, 0, 2, 1, 0, 1)",27900.001206851877
7,"(4, 0, 2, 1, 0, 1)",27900.518910051866
8,"(2, 0, 0, 1, 0, 1)",27909.99005140504
9,"(2, 0, 1, 1, 0, 0)",29227.948197981168
10,"(4, 0, 0, 1, 0, 0)",29228.546398657283
11,"(4, 0, 1, 1, 0, 0)",29228.654892041537
12,"(3, 0, 1, 1, 0, 0)",29229.898855925294
13,"(2, 0, 2, 1, 0, 0)",29229.905979375377
14,"(3, 0, 0, 1, 0, 0)",29230.31891396371
15,"(3, 0, 2, 1, 0, 0)",29231.85688130736
16,"(4, 0, 2, 1, 0, 0)",29234.266350534923
17,"(2, 0, 0, 1, 0, 0)",29238.095836969766
18,"(4, 0, 2, 0, 0, 1)",29390.775604345654
19,"(4, 0, 1, 0, 0, 1)",29401.280499166867
20,"(4, 0, 0, 0, 0, 1)",29405.290349230636
21,"(3, 0, 2, 0, 0, 1)",29406.659838263953
22,"(2, 0, 1, 0, 0, 1)",29410.55555498689
23,"(3, 0, 1, 0, 0, 1)",29410.951019320557
24,"(2, 0, 2, 0, 0, 1)",29411.827773958077
25,"(3, 0, 0, 0, 0, 1)",29412.24645090221
26,"(2, 0, 0, 0, 0, 1)",29412.488917100272
27,"(4, 0, 2, 0, 0, 0)",29712.46856957654
28,"(4, 0, 1, 0, 0, 0)",29747.28156128792
29,"(3, 0, 2, 0, 0, 0)",29754.0392317388
30,"(4, 0, 0, 0, 0, 0)",29756.54032693781
31,"(2, 0, 2, 0, 0, 0)",29757.45061134377
32,"(2, 0, 0, 0, 0, 0)",29767.225749184454
33,"(3, 0, 1, 0, 0, 0)",29768.83342815742
34,"(2, 0, 1, 0, 0, 0)",29769.211913262137
35,"(3, 0, 0, 0, 0, 0)",29769.216568461456
