,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",25052.233095822812
1,"(2, 0, 2, 1, 0, 1)",25063.659970621702
2,"(3, 0, 2, 1, 0, 1)",25067.147785932226
3,"(3, 0, 0, 1, 0, 1)",25071.56991664277
4,"(2, 0, 1, 1, 0, 1)",25073.062368151575
5,"(4, 0, 0, 1, 0, 1)",25073.331054258466
6,"(3, 0, 1, 1, 0, 1)",25075.185640823733
7,"(4, 0, 1, 1, 0, 1)",25076.350735380136
8,"(2, 0, 0, 1, 0, 1)",25079.178932079412
9,"(2, 0, 2, 1, 0, 0)",25506.686372336226
10,"(3, 0, 1, 1, 0, 0)",25514.049851383497
11,"(4, 0, 1, 1, 0, 0)",25516.261890118436
12,"(4, 0, 2, 1, 0, 0)",25518.693144999645
13,"(4, 0, 1, 0, 0, 1)",25543.057407957956
14,"(2, 0, 2, 0, 0, 1)",25543.12656534893
15,"(3, 0, 1, 0, 0, 1)",25551.59637715152
16,"(4, 0, 2, 0, 0, 1)",25553.106574787522
17,"(3, 0, 2, 1, 0, 0)",25596.014410110536
18,"(3, 0, 2, 0, 0, 1)",25641.298809027307
19,"(4, 0, 1, 0, 0, 0)",25697.747057321558
20,"(2, 0, 2, 0, 0, 0)",25698.13600247315
21,"(4, 0, 2, 0, 0, 0)",25709.010465426418
22,"(3, 0, 1, 0, 0, 0)",25709.089860242697
23,"(3, 0, 2, 0, 0, 0)",25814.586250584063
24,"(4, 0, 0, 1, 0, 0)",25898.600971807944
25,"(3, 0, 0, 1, 0, 0)",25933.722934875495
26,"(4, 0, 0, 0, 0, 1)",25943.466240910293
27,"(3, 0, 0, 0, 0, 1)",25979.760422819672
28,"(2, 0, 1, 1, 0, 0)",26006.533741485066
29,"(2, 0, 0, 1, 0, 0)",26029.148369728253
30,"(2, 0, 1, 0, 0, 1)",26057.094948059766
31,"(2, 0, 0, 0, 0, 1)",26082.813142428484
32,"(4, 0, 0, 0, 0, 0)",26111.144069465772
33,"(3, 0, 0, 0, 0, 0)",26147.404056588148
34,"(2, 0, 1, 0, 0, 0)",26234.042201474564
35,"(2, 0, 0, 0, 0, 0)",26269.151104731005
