,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",27035.884523494704
1,"(3, 0, 0, 1, 0, 1)",27036.83316533124
2,"(4, 0, 0, 1, 0, 1)",27038.525816947087
3,"(3, 0, 2, 1, 0, 1)",27039.776618089498
4,"(3, 0, 1, 1, 0, 1)",27039.92258426102
5,"(2, 0, 2, 1, 0, 1)",27040.35586695068
6,"(4, 0, 1, 1, 0, 1)",27040.912265546514
7,"(2, 0, 0, 1, 0, 1)",27042.267234555467
8,"(4, 0, 2, 1, 0, 1)",27045.807625656067
9,"(2, 0, 2, 1, 0, 0)",27403.87276801283
10,"(4, 0, 1, 1, 0, 0)",27404.791571786973
11,"(3, 0, 1, 1, 0, 0)",27405.137780200424
12,"(4, 0, 2, 1, 0, 0)",27410.67197928741
13,"(2, 0, 2, 0, 0, 1)",27427.899762518933
14,"(3, 0, 1, 0, 0, 1)",27428.999679257966
15,"(4, 0, 1, 0, 0, 1)",27429.147507462167
16,"(4, 0, 2, 0, 0, 1)",27429.53041496817
17,"(3, 0, 2, 1, 0, 0)",27445.314482310718
18,"(3, 0, 2, 0, 0, 1)",27470.43946340545
19,"(4, 0, 2, 0, 0, 0)",27536.687461350703
20,"(2, 0, 2, 0, 0, 0)",27540.172001433602
21,"(3, 0, 1, 0, 0, 0)",27541.873252134814
22,"(4, 0, 1, 0, 0, 0)",27543.313556846206
23,"(3, 0, 2, 0, 0, 0)",27598.150783506666
24,"(4, 0, 0, 1, 0, 0)",27813.947002427325
25,"(3, 0, 0, 1, 0, 0)",27825.970357821505
26,"(4, 0, 0, 0, 0, 1)",27852.57419157625
27,"(3, 0, 0, 0, 0, 1)",27865.67939860656
28,"(2, 0, 1, 1, 0, 0)",27878.48926149874
29,"(2, 0, 0, 1, 0, 0)",27887.512029518883
30,"(2, 0, 1, 0, 0, 1)",27921.751303941306
31,"(2, 0, 0, 0, 0, 1)",27932.130620554944
32,"(4, 0, 0, 0, 0, 0)",27994.034677576652
33,"(3, 0, 0, 0, 0, 0)",28008.885474719507
34,"(2, 0, 1, 0, 0, 0)",28067.120722647596
35,"(2, 0, 0, 0, 0, 0)",28083.060576694465
