,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",25161.673317471515
1,"(3, 0, 2, 1, 0, 1)",25162.607018937124
2,"(2, 0, 1, 1, 0, 1)",25164.876496692537
3,"(3, 0, 0, 1, 0, 1)",25164.888901717142
4,"(3, 0, 1, 1, 0, 1)",25166.40444077485
5,"(4, 0, 0, 1, 0, 1)",25166.656858107457
6,"(4, 0, 1, 1, 0, 1)",25167.636767985372
7,"(4, 0, 2, 1, 0, 1)",25167.987688082303
8,"(2, 0, 0, 1, 0, 1)",25198.538816079985
9,"(3, 0, 2, 1, 0, 0)",25535.425677787633
10,"(2, 0, 2, 1, 0, 0)",25539.775663045017
11,"(3, 0, 2, 0, 0, 1)",25545.36138497032
12,"(4, 0, 1, 0, 0, 1)",25548.62349439046
13,"(4, 0, 1, 1, 0, 0)",25550.542148611104
14,"(2, 0, 2, 0, 0, 1)",25550.985115826425
15,"(4, 0, 2, 1, 0, 0)",25574.14811604021
16,"(4, 0, 2, 0, 0, 1)",25587.94650632285
17,"(4, 0, 1, 0, 0, 0)",25641.465350445556
18,"(3, 0, 2, 0, 0, 0)",25643.373061614006
19,"(2, 0, 2, 0, 0, 0)",25650.40182132881
20,"(4, 0, 2, 0, 0, 0)",25691.514177016805
21,"(3, 0, 1, 1, 0, 0)",25746.50026984396
22,"(4, 0, 0, 1, 0, 0)",25751.812988409143
23,"(3, 0, 0, 1, 0, 0)",25756.424877673482
24,"(3, 0, 1, 0, 0, 1)",25762.479686361305
25,"(4, 0, 0, 0, 0, 1)",25767.74649207068
26,"(3, 0, 0, 0, 0, 1)",25772.8867455324
27,"(2, 0, 1, 1, 0, 0)",25798.54265993732
28,"(2, 0, 1, 0, 0, 1)",25818.705781710087
29,"(2, 0, 0, 1, 0, 0)",25862.461357744276
30,"(3, 0, 1, 0, 0, 0)",25869.673727243324
31,"(4, 0, 0, 0, 0, 0)",25874.13677881524
32,"(3, 0, 0, 0, 0, 0)",25879.86367328768
33,"(2, 0, 0, 0, 0, 1)",25885.90217630659
34,"(2, 0, 1, 0, 0, 0)",25934.945873614233
35,"(2, 0, 0, 0, 0, 0)",26013.481883680826
