,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",25443.832791817968
1,"(2, 0, 1, 1, 0, 1)",25482.137567559075
2,"(3, 0, 1, 1, 0, 1)",25482.576154539
3,"(4, 0, 2, 1, 0, 1)",25483.09696265495
4,"(2, 0, 2, 1, 0, 1)",25483.13987031551
5,"(3, 0, 0, 1, 0, 1)",25486.30938714304
6,"(4, 0, 0, 1, 0, 1)",25487.68197987722
7,"(4, 0, 1, 1, 0, 1)",25490.305056076875
8,"(2, 0, 0, 1, 0, 1)",25521.48537338628
9,"(3, 0, 2, 1, 0, 0)",25736.633573043353
10,"(4, 0, 1, 1, 0, 0)",25762.72731512398
11,"(3, 0, 2, 0, 0, 1)",25765.96372069122
12,"(2, 0, 2, 1, 0, 0)",25768.775476224284
13,"(4, 0, 1, 0, 0, 1)",25783.275263818865
14,"(3, 0, 1, 1, 0, 0)",25786.62999615939
15,"(4, 0, 2, 1, 0, 0)",25790.277086299782
16,"(2, 0, 2, 0, 0, 1)",25796.18830176063
17,"(3, 0, 1, 0, 0, 1)",25814.774190463035
18,"(4, 0, 2, 0, 0, 1)",25817.28776262963
19,"(3, 0, 2, 0, 0, 0)",25909.776883811297
20,"(4, 0, 1, 0, 0, 0)",25924.091369014102
21,"(2, 0, 2, 0, 0, 0)",25937.587025587934
22,"(3, 0, 1, 0, 0, 0)",25953.42878133211
23,"(4, 0, 2, 0, 0, 0)",25956.92908190769
24,"(4, 0, 0, 1, 0, 0)",26044.276581095375
25,"(3, 0, 0, 1, 0, 0)",26048.309334979393
26,"(4, 0, 0, 0, 0, 1)",26080.617673835917
27,"(3, 0, 0, 0, 0, 1)",26086.86524507954
28,"(2, 0, 1, 1, 0, 0)",26103.818833988058
29,"(2, 0, 1, 0, 0, 1)",26145.71611749772
30,"(2, 0, 0, 1, 0, 0)",26170.275045649625
31,"(2, 0, 0, 0, 0, 1)",26211.018699567943
32,"(4, 0, 0, 0, 0, 0)",26232.99310633962
33,"(3, 0, 0, 0, 0, 0)",26245.803686233918
34,"(2, 0, 1, 0, 0, 0)",26307.070733842036
35,"(2, 0, 0, 0, 0, 0)",26369.653906977517
