,parameters,aic
0,"(3, 0, 1, 1, 0, 1)",28507.27204173464
1,"(3, 0, 0, 1, 0, 1)",28507.616753015744
2,"(4, 0, 0, 1, 0, 1)",28507.64393591788
3,"(3, 0, 2, 1, 0, 1)",28508.266262001005
4,"(4, 0, 1, 1, 0, 1)",28509.285490579918
5,"(4, 0, 2, 1, 0, 1)",28509.775484990754
6,"(2, 0, 2, 1, 0, 1)",28518.847649208983
7,"(2, 0, 1, 1, 0, 1)",28524.72424868135
8,"(2, 0, 0, 1, 0, 1)",28599.923399308245
9,"(3, 0, 2, 1, 0, 0)",28941.6289963512
10,"(2, 0, 2, 1, 0, 0)",28952.05292811938
11,"(3, 0, 2, 0, 0, 1)",28964.757821165866
12,"(4, 0, 1, 0, 0, 1)",28965.857481741787
13,"(2, 0, 2, 0, 0, 1)",28970.753679332127
14,"(4, 0, 2, 1, 0, 0)",29028.136828762534
15,"(3, 0, 1, 1, 0, 0)",29029.40458993092
16,"(4, 0, 1, 0, 0, 0)",29036.52405558286
17,"(3, 0, 2, 0, 0, 0)",29048.585205866915
18,"(3, 0, 1, 0, 0, 1)",29049.995894616193
19,"(4, 0, 2, 0, 0, 1)",29051.10510267915
20,"(2, 0, 2, 0, 0, 0)",29057.487186280287
21,"(4, 0, 2, 0, 0, 0)",29143.009485848976
22,"(3, 0, 1, 0, 0, 0)",29146.008008268287
23,"(4, 0, 0, 1, 0, 0)",29178.360532027582
24,"(3, 0, 0, 1, 0, 0)",29181.70656595114
25,"(4, 0, 1, 1, 0, 0)",29183.108387688077
26,"(4, 0, 0, 0, 0, 1)",29205.45013906904
27,"(3, 0, 0, 0, 0, 1)",29209.535374945415
28,"(2, 0, 1, 1, 0, 0)",29296.10324506832
29,"(4, 0, 0, 0, 0, 0)",29309.156634062438
30,"(3, 0, 0, 0, 0, 0)",29314.674672575307
31,"(2, 0, 1, 0, 0, 1)",29330.766314894678
32,"(2, 0, 0, 1, 0, 0)",29409.832906023068
33,"(2, 0, 0, 0, 0, 1)",29449.967096833097
34,"(2, 0, 1, 0, 0, 0)",29451.788472295353
35,"(2, 0, 0, 0, 0, 0)",29585.241710578728
